unix,open,high,low,close,volume,market cap,unix_seconds
1440691200000,0.005148663,0.005176227,0.005056482,0.005149221,2229.509547,374021.667,1440691200
1440777600000,0.005146444,0.005894781,0.005174035,0.005786571,3597.315438,404552.906,1440777600
1440864000000,0.005767023,0.006019029,0.005316203,0.00586541,6882.085508,421600.9542,1440864000
1440950400000,0.005903954,0.006023545,0.005891872,0.005926173,3961.582243,431939.9197,1440950400
1441036800000,0.00592497,0.005876172,0.005583928,0.005635107,3515.101472,422808.1972,1441036800
1441123200000,0.005647101,0.005705407,0.005342772,0.005582255,3744.042425,408667.8564,1441123200
1441209600000,0.00556789,0.005641057,0.005447278,0.005531447,2759.260658,404063.4252,1441209600
1441296000000,0.005533743,0.005684268,0.00554033,0.005678548,1769.738381,409817.9486,1441296000
1441382400000,0.005696603,0.005654887,0.005514933,0.005406656,1977.547932,405020.1564,1441382400
1441468800000,0.005402894,0.005392184,0.00518532,0.005197279,2168.164409,386600.4811,1441468800
1441555200000,0.005197689,0.005217572,0.00513443,0.005082876,1780.204142,375577.1656,1441555200
1441641600000,0.005100141,0.005157109,0.005053549,0.005063648,1654.991478,372020.2125,1441641600
1441728000000,0.005065794,0.0050626,0.004818462,0.004903393,1777.428494,364912.9058,1441728000
1441814400000,0.004888396,0.004847514,0.00394696,0.004082396,5550.0863,320966.2879,1441814400
1441900800000,0.004093916,0.004642976,0.004131048,0.004449665,6097.047465,316921.7749,1441900800
1441987200000,0.004415867,0.004419438,0.00393679,0.004048334,2900.269752,309347.7896,1441987200
1442073600000,0.004060539,0.004084439,0.003824163,0.003808303,2934.330934,290818.1462,1442073600
1442160000000,0.003796422,0.004033999,0.003808117,0.004087338,3271.689949,292127.0292,1442160000
1442246400000,0.00410071,0.004120399,0.003964956,0.003955012,2814.626805,294874.5257,1442246400
1442332800000,0.003959889,0.003948169,0.003630571,0.003808111,3343.495711,278106.7486,1442332800
1442419200000,0.003743693,0.003789591,0.003591567,0.003655711,2710.51013,270665.84,1442419200
1442505600000,0.003664277,0.003910221,0.003608064,0.003821381,1939.51542,268372.5132,1442505600
1442592000000,0.003811739,0.004078674,0.003781582,0.004081349,1949.245039,283535.4747,1442592000
1442678400000,0.004058808,0.004140379,0.003877349,0.004048262,2067.632834,297991.6775,1442678400
1442764800000,0.00404715,0.003956077,0.003843446,0.003911807,2020.833744,286571.8581,1442764800
1442851200000,0.003910345,0.003920504,0.003855273,0.003891086,1598.680484,284896.7783,1442851200
1442937600000,0.0038796,0.003855612,0.003445587,0.003487268,1765.002991,273932.3096,1442937600
1443024000000,0.003469123,0.003477553,0.003050038,0.003121871,4559.497886,241926.1815,1443024000
1443110400000,0.003130945,0.003345514,0.003039656,0.00334609,2179.137079,231070.665,1443110400
1443196800000,0.003353947,0.003373941,0.003093519,0.00309634,1657.733972,236527.4534,1443196800
1443283200000,0.003096959,0.003032005,0.002396306,0.002414351,3557.413028,203246.7063,1443283200
1443369600000,0.002437405,0.002818283,0.002366595,0.002778951,4756.540893,190371.6995,1443369600
1443456000000,0.002793335,0.003140998,0.002698569,0.003096885,2972.385415,208688.798,1443456000
1443542400000,0.003129052,0.003097754,0.002783792,0.002896191,3184.645282,214032.4962,1443542400
1443628800000,0.002905569,0.00289728,0.002766681,0.002842676,1420.326569,206569.5016,1443628800
1443715200000,0.002859646,0.002963475,0.002850809,0.002877602,824.3648369,214526.3745,1443715200
1443801600000,0.002878444,0.002900497,0.002776818,0.002807338,532.2793955,208775.5604,1443801600
1443888000000,0.002805262,0.002805693,0.002634421,0.002599276,526.038334,203501.5449,1443888000
1443974400000,0.002615172,0.002648243,0.002524528,0.002644283,1162.471865,186842.3409,1443974400
1444060800000,0.002644221,0.002660525,0.002483348,0.002508385,891.4989536,190340.9984,1444060800
1444147200000,0.00250809,0.002592161,0.002444353,0.002554183,1047.445089,182505.5187,1444147200
1444233600000,0.002565851,0.00283463,0.00256778,0.002670288,1672.142388,209707.8863,1444233600
1444320000000,0.002667262,0.002652171,0.002568658,0.002559928,1062.290798,190389.8679,1444320000
1444406400000,0.002563299,0.002586548,0.002532582,0.002570166,475.6384049,188864.2713,1444406400
1444492800000,0.00257018,0.002658227,0.00255371,0.002561028,358.2355676,190477.4537,1444492800
1444579200000,0.002552016,0.002518582,0.002458243,0.00243943,735.4774345,183383.8757,1444579200
1444665600000,0.002435413,0.002407787,0.001944428,0.002070502,2001.510437,168232.3301,1444665600
1444752000000,0.00207536,0.002237496,0.002042669,0.002199547,3234.96347,157161.8436,1444752000
1444838400000,0.002209335,0.00213749,0.002057816,0.002041831,1264.048519,156331.4156,1444838400
1444924800000,0.002040922,0.002059595,0.002008488,0.002021576,1087.16242,147370.9253,1444924800
1445011200000,0.002021793,0.002032753,0.001966665,0.001976361,793.9242785,148107.4075,1445011200
1445097600000,0.00197878,0.001969436,0.001843235,0.001855144,747.201485,140531.6848,1445097600
1445184000000,0.001856284,0.00185315,0.001639832,0.001627582,848.5531429,135606.053,1445184000
1445270400000,0.001613687,0.001783757,0.00159528,0.001688217,2247.57681,121693.1425,1445270400
1445356800000,0.00167997,0.002240302,0.00158187,0.002063667,1928.797762,123882.7524,1445356800
1445443200000,0.002071731,0.002195113,0.001843527,0.001946062,3913.744633,146457.9351,1445443200
1445529600000,0.001951771,0.00204964,0.001875933,0.002015101,2054.979296,145370.6255,1445529600
1445616000000,0.002001001,0.002340319,0.001994645,0.002165938,1428.452816,159670.4419,1445616000
1445702400000,0.002171598,0.002655271,0.002128616,0.00258775,2647.129153,168586.956,1445702400
1445788800000,0.002563326,0.003032193,0.002487264,0.00293864,5512.211338,199724.5318,1445788800
1445875200000,0.002960097,0.003446566,0.002750592,0.00331304,5418.769739,217219.8603,1445875200
1445961600000,0.003290941,0.003764434,0.00313884,0.003816712,8769.828707,257930.6319,1445961600
1446048000000,0.003844642,0.004025059,0.003084737,0.003201267,8207.289132,258869.0999,1446048000
1446134400000,0.003174306,0.003174438,0.00291081,0.00292561,4321.312894,222878.1361,1446134400
1446220800000,0.002917652,0.003288037,0.002882773,0.0032341,1562.114965,226024.3897,1446220800
1446307200000,0.003243913,0.003010154,0.002950558,0.002743653,2351.153355,233991.7403,1446307200
1446393600000,0.002740363,0.002561474,0.002618825,0.002516166,4152.543548,194221.3118,1446393600
1446480000000,0.002511942,0.002096044,0.001906895,0.00221862,5503.155636,153750.2762,1446480000
1446566400000,0.002184477,0.002214802,0.002296918,0.002342896,6094.052648,172773.9073,1446566400
1446652800000,0.002318177,0.002500652,0.002409234,0.002473366,2391.415101,181881.9665,1446652800
1446739200000,0.002472914,0.002416336,0.002318643,0.002386952,2640.939196,176110.4307,1446739200
1446825600000,0.002401079,0.002648611,0.002483485,0.002747597,2127.40818,183749.8003,1446825600
1446912000000,0.002751896,0.002871745,0.002604784,0.002616793,4787.043304,206116.4069,1446912000
1446998400000,0.002627902,0.00276108,0.002798376,0.002774476,3535.453538,201536.8701,1446998400
1447084800000,0.002774036,0.002775454,0.002424526,0.002564308,3028.591096,202000.8129,1447084800
1447171200000,0.002545386,0.002648419,0.002454353,0.002645289,3846.180429,194643.4215,1447171200
1447257600000,0.002648841,0.002690734,0.002594566,0.002681607,1814.440022,199626.7047,1447257600
1447344000000,0.002684745,0.002679373,0.002657539,0.002670223,1429.960025,200223.4715,1447344000
1447430400000,0.002669859,0.002753572,0.002755857,0.002844556,1139.701589,205676.6716,1447430400
1447516800000,0.002830931,0.002848787,0.002823542,0.002808678,1697.271,212132.0396,1447516800
1447603200000,0.002808645,0.003052904,0.002748045,0.003000663,2128.828049,211282.3585,1447603200
1447689600000,0.003008051,0.003005875,0.002844532,0.00296344,3208.161418,215854.8571,1447689600
1447776000000,0.002968765,0.003005869,0.002882188,0.002927901,1654.328345,219443.4598,1447776000
1447862400000,0.002929741,0.002927455,0.00287805,0.002882928,1575.754697,216158.3175,1447862400
1447948800000,0.002872226,0.002982527,0.002881585,0.002991336,1448.610044,218983.9294,1447948800
1448035200000,0.002985804,0.003009486,0.002985074,0.002982981,1427.021052,224841.4631,1448035200
1448121600000,0.002982775,0.002980632,0.002906626,0.002931076,1214.292723,221493.4221,1448121600
1448208000000,0.002931375,0.002934628,0.002816348,0.002817161,1384.835521,217867.7393,1448208000
1448294400000,0.002812693,0.002735029,0.002686826,0.002629394,2023.371638,202270.8086,1448294400
1448380800000,0.002631082,0.002463874,0.002450778,0.002500039,2304.131999,189118.4863,1448380800
1448467200000,0.002507012,0.002475463,0.002474186,0.002417454,1935.075147,185018.6943,1448467200
1448553600000,0.00242416,0.002584701,0.002448014,0.00256524,1399.173622,190545.2691,1448553600
1448640000000,0.00256226,0.002461971,0.002419498,0.002369531,1021.168469,184201.4468,1448640000
1448726400000,0.002366357,0.002340849,0.002288701,0.002315702,1817.482564,173897.5164,1448726400
1448812800000,0.002313995,0.002340099,0.002394912,0.002418092,1878.651282,179045.9848,1448812800
1448899200000,0.002413321,0.002422196,0.002343365,0.002286487,1638.017628,177849.4728,1448899200
1448985600000,0.002286302,0.002262275,0.002196585,0.002254543,1565.152245,167864.5946,1448985600
1449072000000,0.002249417,0.002364614,0.002255396,0.002324447,790.863533,171223.9218,1449072000
1449158400000,0.002312996,0.002239237,0.002270051,0.002212792,596.3253427,170575.9763,1449158400
1449244800000,0.002217355,0.002190706,0.002152257,0.002128226,1006.988817,164695.7856,1449244800
1449331200000,0.002149014,0.002127142,0.002043662,0.002039494,1253.547351,156056.7341,1449331200
1449417600000,0.00205105,0.001993772,0.002006226,0.00198979,1107.24284,150234.1047,1449417600
1449504000000,0.001978323,0.001948511,0.001896394,0.001896864,1390.952495,143265.8707,1449504000
1449590400000,0.00189712,0.002053806,0.001912999,0.002028016,1026.265768,148491.3812,1449590400
1449676800000,0.002022716,0.002055301,0.001974059,0.002026729,1094.522295,148746.3342,1449676800
1449763200000,0.002057278,0.002228444,0.002260661,0.002227705,3026.674544,168760.7328,1449763200
1449849600000,0.00224593,0.00224007,0.002199175,0.002193748,1471.347781,166576.3189,1449849600
1449936000000,0.002196825,0.002265723,0.002207375,0.00223554,1043.974754,169592.0111,1449936000
1450022400000,0.00223562,0.002214397,0.00221286,0.002179567,1284.084034,165931.1853,1450022400
1450108800000,0.002179463,0.002187802,0.002196519,0.002177292,889.2232635,165000.0771,1450108800
1450195200000,0.002178738,0.002178856,0.002031393,0.002062106,1102.645665,158378.7946,1450195200
1450281600000,0.002062588,0.002022243,0.001996046,0.001989402,939.8032639,151294.7947,1450281600
1450368000000,0.001984675,0.001988642,0.001946112,0.001971218,663.4818068,148346.6619,1450368000
1450454400000,0.001964155,0.00203868,0.002070832,0.002040516,825.8725977,152475.5737,1450454400
1450540800000,0.002041824,0.002062807,0.002085553,0.002056164,1273.530568,156443.9724,1450540800
1450627200000,0.002053559,0.002049922,0.001979397,0.001984888,1020.207941,153265.7706,1450627200
1450713600000,0.001979518,0.001986237,0.001960879,0.001947253,1038.841824,148605.2933,1450713600
1450800000000,0.001939591,0.001925633,0.001915909,0.001896219,761.2365213,144408.3784,1450800000
1450886400000,0.001897342,0.001925696,0.001906748,0.001910189,614.2069669,144673.4113,1450886400
1450972800000,0.001910144,0.001961693,0.002066034,0.002054618,634.9245242,152518.637,1450972800
1451059200000,0.002048062,0.002031896,0.002057192,0.002025491,733.0594478,153731.0994,1451059200
1451145600000,0.002025351,0.002029914,0.00199037,0.002008043,463.8935351,152381.9736,1451145600
1451232000000,0.002001059,0.002018229,0.001980928,0.002018229,511.8750624,150839.2024,1451232000
1451318400000,0.00201637,0.002166499,0.002053257,0.002132971,826.0887622,157633.5587,1451318400
1451404800000,0.002137635,0.002253099,0.002173874,0.002168059,1841.178823,168671.5535,1451404800
1451491200000,0.002168169,0.002188724,0.002178735,0.00219515,792.7300062,165539.1447,1451491200
1451577600000,0.002182707,0.002223622,0.002168616,0.002166575,616.3236343,167310.3389,1451577600
1451664000000,0.002162072,0.002285598,0.002199905,0.00226024,732.7741347,170581.1756,1451664000
1451750400000,0.002260186,0.00224718,0.002167023,0.00220355,722.3765735,168356.3808,1451750400
1451836800000,0.002203879,0.002235461,0.002202923,0.002199743,787.7957665,167954.3761,1451836800
1451923200000,0.002199685,0.002223954,0.002194741,0.002214045,616.8336665,167440.2534,1451923200
1452009600000,0.002215915,0.002124445,0.00218103,0.002062941,1158.997199,162504.1211,1452009600
1452096000000,0.002056564,0.002142476,0.002097868,0.002187754,1179.941676,161785.071,1452096000
1452182400000,0.002177237,0.002182705,0.002178617,0.002198904,828.7514356,165723.5326,1452182400
1452268800000,0.002204667,0.002232902,0.002214368,0.0022286,691.2501568,168783.7781,1452268800
1452355200000,0.002230471,0.002374085,0.002251222,0.002364563,1676.131981,175948.7561,1452355200
1452441600000,0.002367381,0.002860727,0.002389169,0.002613595,3787.74275,195637.0912,1452441600
1452528000000,0.002618834,0.002644495,0.002537514,0.002597429,4942.739343,196340.1433,1452528000
1452614400000,0.002602395,0.002744021,0.002578481,0.002762894,1990.258867,199794.682,1452614400
1452700800000,0.002764521,0.003066144,0.003125646,0.003320772,5549.003141,233042.1333,1452700800
1452787200000,0.003315694,0.003349473,0.003290966,0.003168765,9147.899886,257392.2183,1452787200
1452873600000,0.003148843,0.003398846,0.003177573,0.003471569,4443.144596,246059.9354,1452873600
1452960000000,0.003472334,0.003975481,0.003510334,0.003671435,6881.684156,284024.1666,1452960000
1453046400000,0.003684034,0.003777603,0.003443553,0.00360718,9654.414938,272768.6622,1453046400
1453132800000,0.003607507,0.003807584,0.003594566,0.003636374,5737.369916,282951.0373,1453132800
1453219200000,0.003645194,0.003749294,0.003659094,0.003792866,6282.906154,281381.9731,1453219200
1453305600000,0.003786775,0.003853366,0.003906076,0.003924599,4067.054649,293914.6379,1453305600
1453392000000,0.003924971,0.005145497,0.003916556,0.005139675,8733.009614,344841.7957,1453392000
1453478400000,0.00509088,0.005668323,0.004904733,0.005328325,24817.40308,397960.181,1453478400
1453564800000,0.005313534,0.006607374,0.005291774,0.006370116,21528.07117,445731.1801,1453564800
1453651200000,0.006380148,0.007132309,0.005107265,0.005670268,33022.95989,509567.3633,1453651200
1453737600000,0.005804801,0.006538959,0.005586398,0.006072548,30059.99596,461210.0289,1453737600
1453824000000,0.006047391,0.006788006,0.006167538,0.006624991,15066.12193,500973.0022,1453824000
1453910400000,0.006643605,0.00678177,0.006304248,0.006548422,15052.3704,514724.3671,1453910400
1453996800000,0.006574785,0.006856638,0.006371786,0.006451046,13684.31061,513481.6783,1453996800
1454083200000,0.006464052,0.006654371,0.005943834,0.006252519,11353.77449,484528.5797,1454083200
1454169600000,0.00625338,0.006135577,0.005751514,0.005954143,15128.5031,458769.4805,1454169600
1454256000000,0.005928574,0.006515272,0.005784619,0.006485278,8217.294608,459879.113,1454256000
1454342400000,0.006515297,0.00677469,0.00636232,0.006817581,10194.59454,499553.7513,1454342400
1454428800000,0.006835239,0.006714725,0.006585935,0.006612319,10326.05639,514668.3995,1454428800
1454515200000,0.006617248,0.00666382,0.006408453,0.006573758,8375.099061,500115.0396,1454515200
1454601600000,0.006568352,0.006624275,0.006638282,0.006732354,6301.701391,510427.7723,1454601600
1454688000000,0.00673124,0.008029464,0.006760309,0.007855771,7924.557768,548856.8504,1454688000
1454774400000,0.007870904,0.008619271,0.00770187,0.008521861,25096.65889,634848.9415,1454774400
1454860800000,0.008514702,0.010476745,0.008497632,0.010509506,33384.32989,717452.1397,1454860800
1454947200000,0.010756192,0.012611295,0.010067246,0.011629919,67139.55918,871535.9201,1454947200
1455033600000,0.011623927,0.016423224,0.011525801,0.015593141,60144.31919,1011026.646,1455033600
1455120000000,0.015838369,0.017100095,0.013358166,0.014388544,81346.11908,1167260.125,1455120000
1455206400000,0.014435374,0.014620053,0.01090399,0.013545298,53643.84318,1007987.875,1455206400
1455292800000,0.013742969,0.01342262,0.011345149,0.012844827,45204.27257,945964.2038,1455292800
1455379200000,0.012866758,0.014345182,0.012617404,0.013266977,31533.56012,1059720.246,1455379200
1455465600000,0.013214763,0.013387766,0.010079938,0.010615818,31654.20491,931529.2588,1455465600
1455552000000,0.010589981,0.011318717,0.00859761,0.008977274,39704.28223,756381.3869,1455552000
1455638400000,0.009024841,0.011198626,0.008230431,0.01042802,42172.78434,745388.6345,1455638400
1455724800000,0.010415273,0.011328704,0.010236229,0.011149773,28494.84834,821303.6183,1455724800
1455811200000,0.011259646,0.010756181,0.009808025,0.009879953,16953.05659,785561.5003,1455811200
1455897600000,0.009930667,0.010515684,0.0098528,0.010626479,17910.9351,785120.9878,1455897600
1455984000000,0.010605381,0.012859069,0.010707018,0.012828867,25172.36289,911090.2973,1455984000
1456070400000,0.012830441,0.013521727,0.012895044,0.013262132,36672.8838,1040483.608,1456070400
1456156800000,0.013277233,0.014651157,0.013310357,0.014623008,23836.84805,1069178.474,1456156800
1456243200000,0.014675601,0.015541535,0.013204191,0.014381554,38485.59795,1135363.057,1456243200
1456329600000,0.014379664,0.014544157,0.013611902,0.013706971,39213.55673,1079957.897,1456329600
1456416000000,0.013702748,0.015030986,0.013829662,0.014751248,20538.45873,1122621.34,1456416000
1456502400000,0.014856827,0.015193019,0.014719386,0.014861597,22106.28993,1158370.747,1456502400
1456588800000,0.014921085,0.014981665,0.014024527,0.014431116,20127.9584,1132395.47,1456588800
1456675200000,0.014478029,0.017988368,0.014593044,0.017406188,25387.17798,1201161.495,1456675200
1456761600000,0.017589716,0.020080566,0.017361883,0.019969663,63108.21572,1423725.625,1456761600
1456848000000,0.01996606,0.023737755,0.019866026,0.022273218,79691.80978,1691529.137,1456848000
1456934400000,0.022042281,0.02444341,0.020632799,0.025266577,90515.77081,1701769.437,1456934400
1457020800000,0.025322493,0.029845085,0.025309681,0.026809864,106029.2041,2121921.204,1457020800
1457107200000,0.027470105,0.028734642,0.025250544,0.027533384,130405.2132,2162866.973,1457107200
1457193600000,0.027919315,0.028014965,0.02291234,0.022797106,86297.39781,1953200.251,1457193600
1457280000000,0.023056109,0.024424195,0.021444657,0.023754308,79405.63635,1811240.012,1457280000
1457366400000,0.02378714,0.028975415,0.023495746,0.028710601,52370.94389,1984028.381,1457366400
1457452800000,0.028679555,0.029314846,0.026596669,0.026959914,71614.12329,2176707.578,1457452800
1457539200000,0.027101798,0.02736303,0.024924163,0.026374142,58135.94017,2035980.015,1457539200
1457625600000,0.026281866,0.032083121,0.027025024,0.032721785,97272.41873,2437581.059,1457625600
1457712000000,0.032877821,0.036622548,0.032717723,0.034528375,97320.7251,2685344.092,1457712000
1457798400000,0.034958279,0.036029701,0.027971695,0.029583482,132499.8134,2531820.49,1457798400
1457884800000,0.029902651,0.031563792,0.029029483,0.031396058,100761.6175,2480348.951,1457884800
1457971200000,0.031211765,0.032873259,0.030043375,0.030058406,63421.66495,2478866.463,1457971200
1458057600000,0.030025347,0.030032281,0.025041546,0.026164021,76579.13682,2160641.068,1458057600
1458144000000,0.02634557,0.026576895,0.020989272,0.026591657,106961.8551,1932884.642,1458144000
1458230400000,0.026854239,0.027260672,0.024007637,0.025713304,106878.231,2063047.402,1458230400
1458316800000,0.02565685,0.02629798,0.023319631,0.024984904,46399.44738,1948171.771,1458316800
1458403200000,0.024941813,0.029038682,0.02476138,0.028542187,54170.84886,2095863.86,1458403200
1458489600000,0.028705297,0.028742635,0.027093721,0.026968217,63727.74011,2183983.776,1458489600
1458576000000,0.026967464,0.02965311,0.02692398,0.029645941,45086.24118,2238520.291,1458576000
1458662400000,0.029702111,0.029859559,0.026002079,0.026982896,61017.32641,2150765.549,1458662400
1458748800000,0.026981657,0.027202688,0.025332685,0.025642703,44091.76459,2039185.1,1458748800
1458835200000,0.025752139,0.026685315,0.025438969,0.026235368,27391.62117,2058173.119,1458835200
1458921600000,0.026257043,0.025779565,0.024208364,0.024391838,22949.32541,2000234.357,1458921600
1459008000000,0.024414373,0.027787526,0.024586988,0.027494029,55396.8119,2080605.974,1459008000
1459094400000,0.027498226,0.027952877,0.027502599,0.027839074,45173.42672,2190075.627,1459094400
1459180800000,0.02798548,0.029216667,0.027804391,0.028760784,44886.78118,2235863.653,1459180800
1459267200000,0.028814944,0.028711257,0.027278842,0.02737446,38460.55723,2218868.562,1459267200
1459353600000,0.027364306,0.028338511,0.027416426,0.027914997,37040.92632,2198568.629,1459353600
1459440000000,0.02790602,0.027693263,0.027272466,0.027557987,24014.74609,2149178.25,1459440000
1459526400000,0.027559145,0.027767921,0.027421449,0.027569197,15737.00928,2170047.993,1459526400
1459612800000,0.027603206,0.027509157,0.026254227,0.026505032,17162.19447,2123277.246,1459612800
1459699200000,0.02647398,0.026428556,0.024095013,0.024630066,33407.22153,2012833.227,1459699200
1459785600000,0.024616419,0.025840524,0.024311793,0.025215709,49499.42555,1982604.971,1459785600
1459872000000,0.025236353,0.025515216,0.023669926,0.023783328,31489.75543,1949965.258,1459872000
1459958400000,0.023819797,0.024420433,0.023009473,0.023163165,36729.19634,1852954.922,1459958400
1460044800000,0.023122667,0.023970339,0.021771461,0.021812888,32955.77456,1812983.136,1460044800
1460131200000,0.021817787,0.021837016,0.017782983,0.021202291,67080.78879,1624404.957,1460131200
1460217600000,0.021198062,0.021163508,0.019031039,0.020474435,74552.67708,1596093.064,1460217600
1460304000000,0.020459498,0.020229945,0.016933604,0.017512943,38870.56934,1466571.338,1460304000
1460390400000,0.017503493,0.020437376,0.016715423,0.018945805,67135.46133,1453388.631,1460390400
1460476800000,0.018984599,0.020586829,0.018962821,0.019790973,55750.0316,1570054.599,1460476800
1460563200000,0.019768079,0.02004103,0.019084783,0.019176802,28788.51006,1543414.448,1460563200
1460649600000,0.019182059,0.019993667,0.018915484,0.019994889,24258.68662,1522544.534,1460649600
1460736000000,0.019995494,0.022491081,0.020092002,0.021731232,44957.78423,1711855.647,1460736000
1460822400000,0.021780818,0.022145902,0.019894986,0.021002261,50744.91607,1683486.338,1460822400
1460908800000,0.021083037,0.021343608,0.020077972,0.020015015,36806.11076,1676447.209,1460908800
1460995200000,0.020010792,0.019919445,0.019138226,0.01920547,34614.84242,1554348.362,1460995200
1461081600000,0.019179884,0.019354963,0.018056886,0.018045118,29602.95579,1511863.786,1461081600
1461168000000,0.018027858,0.018390698,0.017265518,0.017535553,32916.85096,1431532.225,1461168000
1461254400000,0.017546805,0.018997097,0.01741436,0.018455745,27677.70826,1418815.016,1461254400
1461340800000,0.018421323,0.018415829,0.017730705,0.017429687,31505.50571,1434315.086,1461340800
1461427200000,0.017449052,0.017347306,0.015953787,0.016255078,25070.89384,1354650.578,1461427200
1461513600000,0.016371726,0.016142959,0.015298184,0.015873125,45391.54103,1250557.1,1461513600
1461600000000,0.015870445,0.017058656,0.016480814,0.017498593,38666.66711,1315206.573,1461600000
1461686400000,0.017450409,0.017602163,0.016412229,0.015993529,38802.4456,1323856.297,1461686400
1461772800000,0.015974063,0.016976793,0.016079858,0.016384689,20776.47613,1325955.188,1461772800
1461859200000,0.016386155,0.020559191,0.016649453,0.019705615,41180.25116,1451262.613,1461859200
1461945600000,0.019660107,0.01991646,0.0188253,0.019507442,68791.38758,1533235.444,1461945600
1462032000000,0.019577317,0.022812718,0.020024854,0.022822813,64234.80948,1720939.475,1462032000
1462118400000,0.022855652,0.022534178,0.020965756,0.020875559,69000.24812,1718172.134,1462118400
1462204800000,0.020677742,0.022279285,0.020796445,0.02105524,43094.70115,1713406.347,1462204800
1462291200000,0.021072994,0.022398808,0.020839817,0.021898189,38014.59049,1701347.106,1462291200
1462377600000,0.021934434,0.021570718,0.02021395,0.020283359,40357.34898,1707185.868,1462377600
1462464000000,0.020336334,0.02056936,0.020143487,0.020492579,41717.10615,1618267.622,1462464000
1462550400000,0.020435713,0.020890607,0.019577177,0.020670301,28485.75766,1619773.983,1462550400
1462636800000,0.020680343,0.020846608,0.020160077,0.020204864,29032.85064,1645581.907,1462636800
1462723200000,0.020191256,0.020520513,0.02062875,0.020748213,24715.97548,1636945.718,1462723200
1462809600000,0.020762084,0.0220247,0.020763512,0.022075654,26421.52965,1722529.274,1462809600
1462896000000,0.022080101,0.023093358,0.021939699,0.022171252,41182.63778,1795099.519,1462896000
1462982400000,0.022116429,0.024182648,0.02209358,0.02314205,65135.12715,1861040.174,1462982400
1463068800000,0.023057476,0.02323591,0.021566011,0.022442145,57700.90462,1793013.322,1463068800
1463155200000,0.022471696,0.022770181,0.021794322,0.021760664,28971.61197,1778295.233,1463155200
1463241600000,0.021772392,0.024967918,0.021994613,0.024591571,29683.59538,1844321.912,1463241600
1463328000000,0.024597556,0.027439614,0.02458659,0.026854894,82865.8331,2074598.571,1463328000
1463414400000,0.026882453,0.031269874,0.026868138,0.029651916,114516.3469,2285081.179,1463414400
1463500800000,0.029824094,0.032713859,0.030338377,0.03383042,122600.4765,2478757.974,1463500800
1463587200000,0.033665819,0.033888221,0.030600221,0.030757652,129271.8903,2618690.205,1463587200
1463673600000,0.030802664,0.031662678,0.029700751,0.03164858,87176.59689,2481295.906,1463673600
1463760000000,0.031623149,0.032353465,0.031354676,0.032509865,40749.53904,2559805.143,1463760000
1463846400000,0.032518443,0.032615198,0.03006269,0.029898487,44139.05756,2553343.553,1463846400
1463932800000,0.030308113,0.030808097,0.02706305,0.028486938,69777.90478,2318656.811,1463932800
1464019200000,0.028548974,0.028644142,0.026383635,0.027885963,80987.78781,2234384.24,1464019200
1464105600000,0.027860382,0.028627294,0.026924107,0.027477634,57200.87946,2215046.106,1464105600
1464192000000,0.027416936,0.025996917,0.023165132,0.023910244,94024.16305,1918788.168,1464192000
1464278400000,0.02385778,0.023175119,0.021945043,0.022275702,91934.42558,1842212.541,1464278400
1464364800000,0.022437741,0.022909235,0.022993524,0.023568629,67725.24706,1893958.554,1464364800
1464451200000,0.023469452,0.023662393,0.023454432,0.023844764,42094.82316,1876031.37,1464451200
