unix,date,symbol,open,high,low,close,Volume ETH,Volume USD
1594425600000.0,2020-07-11 00:00:00,ETH/USD,241.26,241.6,237.58,239.14,5399.211659989965,1291167.47637
1594339200000.0,2020-07-10 00:00:00,ETH/USD,242.05,242.2,235.39,241.26,6554.39724757523,1581313.87995
1594252800000.0,2020-07-09 00:00:00,ETH/USD,247.03,247.69,237.73,242.05,11243.157179053913,2721406.19519
1594166400000.0,2020-07-08 00:00:00,ETH/USD,239.38,249.18,237.89,247.03,32570.311156742097,8045843.96505
1594080000000.0,2020-07-07 00:00:00,ETH/USD,241.73,243.62,234.58,239.38,11442.406815648761,2739083.34353
1593993600000.0,2020-07-06 00:00:00,ETH/USD,227.66,242.07,227.03,241.75,17950.6700824819,4339574.49244
1593907200000.0,2020-07-05 00:00:00,ETH/USD,229.32,229.94,223.21,227.66,12875.62643340947,2931265.11383
1593820800000.0,2020-07-04 00:00:00,ETH/USD,224.83,230.76,224.51,229.32,8307.794426216642,1905143.41782
1593734400000.0,2020-07-03 00:00:00,ETH/USD,226.45,228.18,224.25,224.83,10782.751834941957,2424286.09505
1593648000000.0,2020-07-02 00:00:00,ETH/USD,231.19,232.21,222.93,226.45,16628.55683188342,3765536.69458
1593561600000.0,2020-07-01 00:00:00,ETH/USD,225.55,232.68,224.08,231.19,12724.809558717938,2941848.72188
1593475200000.0,2020-06-30 00:00:00,ETH/USD,227.92,228.68,222.86,225.55,6279.425217867435,1416324.35789
1593388800000.0,2020-06-29 00:00:00,ETH/USD,224.92,229.91,221.03,227.83,7832.4976213404725,1784477.93307
1593302400000.0,2020-06-28 00:00:00,ETH/USD,220.7,227.74,217.78,224.89,6724.135564098004,1512190.84701
1593216000000.0,2020-06-27 00:00:00,ETH/USD,229.49,231.11,215.66,220.7,19943.844827004985,4401606.55332
1593129600000.0,2020-06-26 00:00:00,ETH/USD,232.35,233.34,227.21,229.49,11939.343836724913,2739960.01709
1593043200000.0,2020-06-25 00:00:00,ETH/USD,234.18,235.18,227.21,232.35,10080.305843425866,2342159.06272
1592956800000.0,2020-06-24 00:00:00,ETH/USD,243.07,249.17,230.66,234.18,16454.286474464086,3853264.80659
1592870400000.0,2020-06-23 00:00:00,ETH/USD,243.17,244.98,240.72,243.07,6116.713725017486,1486789.60514
1592784000000.0,2020-06-22 00:00:00,ETH/USD,227.76,247.0,227.24,243.17,17356.798852777894,4220652.77703
1592697600000.0,2020-06-21 00:00:00,ETH/USD,228.86,231.29,226.95,227.76,8065.921060107131,1837094.18065
1592611200000.0,2020-06-20 00:00:00,ETH/USD,228.73,230.6,225.34,228.8,5987.7782850087415,1370003.67161
1592524800000.0,2020-06-19 00:00:00,ETH/USD,231.01,231.8,226.24,228.73,10744.3582858392,2457557.07072
1592438400000.0,2020-06-18 00:00:00,ETH/USD,233.6,234.45,227.74,231.09,4524.3168749404995,1045524.38663
1592352000000.0,2020-06-17 00:00:00,ETH/USD,235.3,237.14,227.45,233.6,29194.04231395548,6819728.28454
1592265600000.0,2020-06-16 00:00:00,ETH/USD,230.94,236.0,228.76,235.3,8241.056435104121,1939120.57918
1592179200000.0,2020-06-15 00:00:00,ETH/USD,231.51,233.63,217.85,230.94,14720.140721702608,3399469.29827
1592092800000.0,2020-06-14 00:00:00,ETH/USD,238.15,238.52,229.8,231.51,7106.791417865319,1645293.28115
1592006400000.0,2020-06-13 00:00:00,ETH/USD,237.56,238.76,234.58,238.12,4314.981781286746,1027483.46176
1591920000000.0,2020-06-12 00:00:00,ETH/USD,230.25,239.37,228.06,237.6,7405.47278047138,1759540.33264
1591833600000.0,2020-06-11 00:00:00,ETH/USD,248.03,250.35,225.57,230.25,21421.5124812595,4932303.24881
1591747200000.0,2020-06-10 00:00:00,ETH/USD,243.91,250.48,236.96,248.03,11008.75091940491,2730500.49054
1591660800000.0,2020-06-09 00:00:00,ETH/USD,246.5,249.98,237.25,243.91,10951.339350580132,2671141.181
1591574400000.0,2020-06-08 00:00:00,ETH/USD,244.78,247.94,240.85,246.5,6160.838690588235,1518646.73723
1591488000000.0,2020-06-07 00:00:00,ETH/USD,242.01,245.65,234.67,244.78,18332.11598725386,4487335.35136
1591401600000.0,2020-06-06 00:00:00,ETH/USD,240.0,244.62,237.67,242.01,15058.878315400192,3644399.14111
1591315200000.0,2020-06-05 00:00:00,ETH/USD,243.24,247.94,238.96,239.91,25753.965197699137,6178633.79058
1591228800000.0,2020-06-04 00:00:00,ETH/USD,244.65,246.69,236.19,243.24,29801.497217439566,7248916.18317
1591142400000.0,2020-06-03 00:00:00,ETH/USD,237.57,245.28,233.31,244.65,13015.195876026977,3184167.67107
1591056000000.0,2020-06-02 00:00:00,ETH/USD,248.4,253.65,222.1,237.57,27477.448712884623,6527817.49072
1590969600000.0,2020-06-01 00:00:00,ETH/USD,231.42,251.32,230.56,248.4,37713.67449013687,9368076.74335
1590883200000.0,2020-05-31 00:00:00,ETH/USD,243.7,245.3,229.26,231.42,61276.749714026446,14180665.41882
1590796800000.0,2020-05-30 00:00:00,ETH/USD,220.48,247.13,218.76,243.7,39941.11047353304,9733648.6224
1590710400000.0,2020-05-29 00:00:00,ETH/USD,220.3,224.73,217.47,220.48,21639.32595999637,4771038.58766
1590624000000.0,2020-05-28 00:00:00,ETH/USD,208.41,220.57,204.69,220.24,19385.725725390483,4269512.23376
1590537600000.0,2020-05-27 00:00:00,ETH/USD,200.99,208.48,200.79,208.42,14248.255898810095,2969621.49443
1590451200000.0,2020-05-26 00:00:00,ETH/USD,204.1,205.01,196.79,200.99,16592.543476839644,3334935.31341
1590364800000.0,2020-05-25 00:00:00,ETH/USD,199.76,205.65,198.18,204.1,5929.174362273396,1210144.48734
1590278400000.0,2020-05-24 00:00:00,ETH/USD,206.62,210.58,199.46,199.9,19822.2385130065,3962465.47875
1590192000000.0,2020-05-23 00:00:00,ETH/USD,207.29,211.28,204.7,206.62,9582.645556238505,1979966.22483
1590105600000.0,2020-05-22 00:00:00,ETH/USD,198.6,209.17,196.11,207.29,8002.185562834677,1658773.04532
1590019200000.0,2020-05-21 00:00:00,ETH/USD,209.95,211.61,191.28,198.6,27130.03852729104,5388025.65152
1589932800000.0,2020-05-20 00:00:00,ETH/USD,214.69,215.57,205.3,209.95,24658.526829530845,5177057.70786
1589846400000.0,2020-05-19 00:00:00,ETH/USD,214.79,215.99,209.3,214.69,22672.943148865805,4867654.16463
1589760000000.0,2020-05-18 00:00:00,ETH/USD,206.96,217.05,206.96,214.79,78874.15478215933,16941379.70566
1589673600000.0,2020-05-17 00:00:00,ETH/USD,200.51,209.92,199.67,206.96,54191.5936341322,11215492.21852
1589587200000.0,2020-05-16 00:00:00,ETH/USD,194.68,203.45,193.15,200.51,88203.857656077,17685755.49862
1589500800000.0,2020-05-15 00:00:00,ETH/USD,203.45,204.18,191.38,194.68,42743.6985955414,8321343.24258
1589414400000.0,2020-05-14 00:00:00,ETH/USD,199.78,206.12,195.81,203.45,24955.99163671664,5077296.49849
1589328000000.0,2020-05-13 00:00:00,ETH/USD,189.8,201.25,188.57,199.79,14559.372622753892,2908817.0563
1589241600000.0,2020-05-12 00:00:00,ETH/USD,186.18,192.29,185.9,189.8,6778.429281348788,1286545.8776
1589155200000.0,2020-05-11 00:00:00,ETH/USD,187.82,193.62,175.0,186.18,12367.215924589107,2302528.26084
1589068800000.0,2020-05-10 00:00:00,ETH/USD,210.22,210.22,180.14,187.82,41849.81074219998,7860231.4536
1588982400000.0,2020-05-09 00:00:00,ETH/USD,211.62,214.84,208.6,210.22,4615.558987013605,970282.81025
1588896000000.0,2020-05-08 00:00:00,ETH/USD,212.32,216.87,207.37,211.62,4360.084884604479,922681.16328
1588809600000.0,2020-05-07 00:00:00,ETH/USD,199.16,215.6,196.82,212.32,19379.71867614921,4114701.86932
1588723200000.0,2020-05-06 00:00:00,ETH/USD,205.43,211.14,198.24,199.16,8593.894026963246,1711559.93441
1588636800000.0,2020-05-05 00:00:00,ETH/USD,206.9,212.0,201.49,205.43,8581.588437862045,1762915.71279
1588550400000.0,2020-05-04 00:00:00,ETH/USD,210.04,210.79,195.25,206.9,8523.093124939584,1763427.96755
1588464000000.0,2020-05-03 00:00:00,ETH/USD,214.04,219.29,205.27,210.04,15800.211220862693,3318676.36483
1588377600000.0,2020-05-02 00:00:00,ETH/USD,212.12,215.54,210.59,214.04,8584.309373902075,1837385.57839
1588291200000.0,2020-05-01 00:00:00,ETH/USD,206.02,217.41,205.97,212.12,7656.331188101075,1624060.97162
1588204800000.0,2020-04-30 00:00:00,ETH/USD,215.79,227.45,202.23,205.96,64200.802380753536,13222797.25834
1588118400000.0,2020-04-29 00:00:00,ETH/USD,196.83,219.51,196.65,215.79,18859.87248653784,4069771.88387
1588032000000.0,2020-04-28 00:00:00,ETH/USD,196.75,197.91,192.78,196.74,7314.786029328046,1439111.00341
1587945600000.0,2020-04-27 00:00:00,ETH/USD,197.71,199.31,189.94,196.75,14299.647587852605,2813455.66291
1587859200000.0,2020-04-26 00:00:00,ETH/USD,194.45,200.16,192.54,197.71,83809.2492981134,16569926.67873
1587772800000.0,2020-04-25 00:00:00,ETH/USD,187.75,198.43,185.93,194.45,132134.0232673695,25693460.82434
1587686400000.0,2020-04-24 00:00:00,ETH/USD,185.56,189.94,184.82,187.75,43100.52314583222,8092123.22063
1587600000000.0,2020-04-23 00:00:00,ETH/USD,183.01,194.45,178.35,185.56,46610.2028111662,8648989.23364
1587513600000.0,2020-04-22 00:00:00,ETH/USD,171.01,184.33,170.08,183.01,7390.753537948746,1352581.80498
1587427200000.0,2020-04-21 00:00:00,ETH/USD,170.45,174.94,168.43,171.01,17929.810546693177,3066176.90159
1587340800000.0,2020-04-20 00:00:00,ETH/USD,180.24,186.73,166.74,170.45,15179.71936884717,2587383.16642
1587254400000.0,2020-04-19 00:00:00,ETH/USD,187.71,188.52,176.51,180.24,7011.782878717266,1263803.74606
1587168000000.0,2020-04-18 00:00:00,ETH/USD,170.82,189.75,170.72,187.71,13156.208007884503,2469551.80516
1587081600000.0,2020-04-17 00:00:00,ETH/USD,172.61,175.1,164.16,170.82,12623.01603647114,2156263.59935
1586995200000.0,2020-04-16 00:00:00,ETH/USD,152.79,175.2,148.46,172.61,16650.144321244425,2873981.41129
1586908800000.0,2020-04-15 00:00:00,ETH/USD,158.57,161.5,151.99,152.79,11081.050824399503,1693073.75546
1586822400000.0,2020-04-14 00:00:00,ETH/USD,156.78,162.13,155.62,158.57,7408.24299703601,1174725.09204
1586736000000.0,2020-04-13 00:00:00,ETH/USD,158.85,159.37,149.6,156.78,18287.810416762342,2867162.91714
1586649600000.0,2020-04-12 00:00:00,ETH/USD,158.58,165.39,155.32,158.85,15006.989453635506,2383860.27471
1586563200000.0,2020-04-11 00:00:00,ETH/USD,157.97,161.45,154.16,158.58,8327.732709358052,1320611.85305
1586476800000.0,2020-04-10 00:00:00,ETH/USD,169.73,170.28,152.5,158.0,15489.472184303797,2447336.60512
1586390400000.0,2020-04-09 00:00:00,ETH/USD,173.34,173.61,165.33,169.79,3042.0147845573947,516503.69027
1586304000000.0,2020-04-08 00:00:00,ETH/USD,164.62,174.53,163.69,173.34,7385.458431983385,1280195.3646
1586217600000.0,2020-04-07 00:00:00,ETH/USD,171.5,176.37,162.06,164.62,18317.739248936945,3015466.23516
1586131200000.0,2020-04-06 00:00:00,ETH/USD,142.84,172.03,142.79,171.43,13824.369256431195,2369911.62163
1586044800000.0,2020-04-05 00:00:00,ETH/USD,144.5,145.83,140.88,142.83,3987.806357487923,569578.38204
1585958400000.0,2020-04-04 00:00:00,ETH/USD,141.42,146.71,139.12,144.5,1778.568927197232,257003.20998
1585872000000.0,2020-04-03 00:00:00,ETH/USD,141.41,146.88,138.0,141.42,11819.072175788433,1671453.1871
1585785600000.0,2020-04-02 00:00:00,ETH/USD,136.16,150.46,135.6,141.44,23678.966144372174,3349152.97146
1585699200000.0,2020-04-01 00:00:00,ETH/USD,133.02,137.22,128.78,136.14,6714.157452695755,914065.39561
1585612800000.0,2020-03-31 00:00:00,ETH/USD,132.33,135.42,130.53,133.09,5089.43672582463,677353.13384
1585526400000.0,2020-03-30 00:00:00,ETH/USD,124.38,135.69,124.04,132.33,3540.6172452958513,468529.88007
1585440000000.0,2020-03-29 00:00:00,ETH/USD,131.4,132.1,123.6,124.38,7835.345942032482,974560.32827
1585353600000.0,2020-03-28 00:00:00,ETH/USD,131.39,133.2,124.94,131.44,11436.04929230067,1503154.31898
1585267200000.0,2020-03-27 00:00:00,ETH/USD,138.97,141.9,128.78,131.39,9527.37442948474,1251801.72629
1585180800000.0,2020-03-26 00:00:00,ETH/USD,136.4,140.16,133.48,138.97,11863.481959775492,1648668.08795
1585094400000.0,2020-03-25 00:00:00,ETH/USD,138.93,142.83,132.26,136.27,3215.792835693843,438216.08972
1585008000000.0,2020-03-24 00:00:00,ETH/USD,136.56,144.02,133.08,138.96,7511.212289363845,1043758.05973
1584921600000.0,2020-03-23 00:00:00,ETH/USD,122.32,138.07,118.8,136.56,11882.063849516697,1622614.63929
1584835200000.0,2020-03-22 00:00:00,ETH/USD,132.69,137.42,120.95,122.32,3490.083072759974,426906.96146
1584748800000.0,2020-03-21 00:00:00,ETH/USD,133.53,137.57,125.85,132.69,6674.576919662371,885649.61147
1584662400000.0,2020-03-20 00:00:00,ETH/USD,136.83,153.4,115.47,133.53,32010.344951696246,4274341.3614
1584576000000.0,2020-03-19 00:00:00,ETH/USD,118.56,143.75,115.86,136.91,11291.566518661895,1545928.37207
1584489600000.0,2020-03-18 00:00:00,ETH/USD,116.29,118.99,110.27,118.56,17505.86200387989,2075494.99918
1584403200000.0,2020-03-17 00:00:00,ETH/USD,111.05,121.26,109.48,116.29,12598.68891289019,1465101.53368
1584316800000.0,2020-03-16 00:00:00,ETH/USD,123.5,123.88,100.67,111.05,28530.76045610086,3168340.94865
1584230400000.0,2020-03-15 00:00:00,ETH/USD,122.48,133.91,120.11,123.5,25226.414462186232,3115462.18608
1584144000000.0,2020-03-14 00:00:00,ETH/USD,135.67,136.32,120.97,122.35,23079.28741732734,2823750.81551
1584057600000.0,2020-03-13 00:00:00,ETH/USD,108.95,146.43,87.69,135.67,71029.70613179039,9636600.2309
1583971200000.0,2020-03-12 00:00:00,ETH/USD,194.82,195.58,100.56,108.95,108212.41193373107,11789742.28018
1583884800000.0,2020-03-11 00:00:00,ETH/USD,200.6,202.95,181.45,194.82,16237.933243968791,3163474.15459
1583798400000.0,2020-03-10 00:00:00,ETH/USD,202.73,206.33,195.69,200.46,7282.817511174299,1459913.59829
1583712000000.0,2020-03-09 00:00:00,ETH/USD,199.48,208.56,189.92,202.73,23827.590381393973,4830567.39802
1583625600000.0,2020-03-08 00:00:00,ETH/USD,237.49,237.49,195.31,199.45,25443.844559438458,5074774.79738
1583539200000.0,2020-03-07 00:00:00,ETH/USD,245.55,252.47,236.66,237.49,12972.94611352057,3080944.9725
1583452800000.0,2020-03-06 00:00:00,ETH/USD,228.71,245.84,227.47,245.55,7349.212886214619,1804599.22421
1583366400000.0,2020-03-05 00:00:00,ETH/USD,224.3,234.36,224.3,228.71,5296.059802807048,1211261.8375
1583280000000.0,2020-03-04 00:00:00,ETH/USD,223.67,228.74,220.34,224.36,7285.6185608842925,1634601.38032
