unix,open,high,low,close,volume
1615161600,50952.55,52427.8,49316.98,52427.8,231707867.2
1615075200,48933.12,51477.53,48933.12,50967.3,143648782.1
1614988800,48774.67,49200,47082.29,48904.63,104707761.5
1614902400,48353.09,49471.24,46294,48739.21,254381971.1
1614816000,50376.05,51817.54,47500,48360.5,272831183.7
1614729600,48438,52652.82,48168.45,50379.68,309909954.3
1614643200,49641.89,50250,47069.52,48516.35,239951620.8
1614556800,45261.56,49831.52,45020.25,49629.33,422482547.3
1614470400,46142.1,46659.88,43021,45240.96,301708257.6
1614384000,46324.15,48365.31,45050,46109.98,141629955.9
1614297600,47070.18,48476.62,44151.97,46314.83,376364841
1614211200,49715.13,52079.16,46723,47088.58,372974183.5
1614124800,48927.33,51459.51,47000,49754,436559843
1614038400,54173.64,54196.58,44845.72,48887.93,868562429.1
1613952000,57485.74,57564.19,47400,54173.65,921105509.4
1613865600,55919.75,58354.14,55537.99,57492.91,204845485.3
1613779200,56000.59,57553.81,54000,55936.04,290154249.4
1613692800,51560.46,56399.99,50627.32,55988.58,516762416.1
1613606400,52141.23,52566.98,50869.61,51579.54,326505859.9
1613520000,49136.7,52640,48896.19,52174.28,499393841.2
1613433600,47954.05,50602.53,47036.02,49166.53,411822596.3
1613347200,48620.48,49048.82,45914.75,47942.57,331970371.7
1613260800,47258.66,49714.66,47081.02,48662.5,253127430.7
1613174400,47424.25,48220,46133,47228.48,201744582.8
1613088000,48044.88,49000,46231.16,47395.84,282959606
1613001600,44854.63,48696.84,44040.96,47981.48,450585267.1
1612915200,46493.9,47364.09,43746.06,44854.63,425371211.5
1612828800,46445.51,48216.09,45000,46505.2,581551361.9
1612742400,38870.36,46712.12,38050.97,46416.45,884405737
1612656000,39274.8,39727.44,37412.93,38858.39,232110495.7
1612569600,38320,41025.48,38230.81,39282.1,339226867.8
1612483200,36984.28,38359.69,36618.36,38320,199722877.5
1612396800,37693,38748.52,36197.65,36996.32,435180399.8
1612310400,35496.91,37732.87,35382.45,37691.63,330831983.2
1612224000,33497.16,36008.67,33431.67,35522.16,256678333.4
1612137600,33110.32,34736.1,32333.01,33532.74,280805063.4
1612051200,34300.19,34380.21,32193.7,33141.38,157425636.6
1611964800,34265.71,34931.39,32860,34323,249915567.9
1611878400,33488.66,38620,31990,34249.64,1076795634
1611792000,30427.34,33870.58,29899.99,33484.87,598687944
1611705600,32521.65,32580.12,29150.49,30424.62,681624261.8
1611619200,32264.15,32953.28,30847.4,32504.53,375586951.6
1611532800,32289.06,34888,31939.12,32261.22,323862498.8
1611446400,32098.38,33075.75,30960.77,32288.83,150424283.1
1611360000,32989.1,33468.46,31426.11,32117.49,168801365.4
1611273600,30817.86,33864.85,28800,32992.06,561511118.4
1611187200,35516.17,35620.96,30044.16,30818.18,653796632.9
1611100800,35888.13,36440.1,33400,35496.91,431659021.6
1611014400,36665.82,37874.71,35888,35917.62,236296930.7
1610928000,35826.36,37449.86,34777.85,36616.95,228900410.3
1610841600,36013.51,36839,33833.55,35819.25,244348627.6
1610755200,36778.66,37944.12,35350,36000,276788977.1
1610668800,39147.98,39694,34380,36756.57,496181248.9
1610582400,37393.49,40112.78,36717.23,39134.35,427484257.5
1610496000,34035.02,37800,32327.76,37393.49,510884350.8
1610409600,35449.71,36639.23,32479.91,34035.02,621747472.3
1610323200,38164.88,38261.39,30261.13,35455.58,1446125474
1610236800,40239.06,41450,34322.07,38173.73,619139627.8
1610150400,40682.76,41422.77,38788.16,40239.06,343474472.2
1610064000,39510.59,42000,36618.36,40667.07,902156318.4
1609977600,36875.96,40402.46,36327.5,39510.49,912781660.5
1609891200,34081.24,37050.83,33348.27,36849.94,708229605.6
1609804800,32054.23,34500,29936.26,34039.05,503999074.9
