Open,High,Low,Close,Volume,Market Cap
416.6911826,457.5649524,415.5652449,455.7360053,21090683807,49677931360
402.4582939,420.1472841,397.5085743,416.2388245,15579144258,46143774629
387.9625975,407.6235571,378.3015012,401.7740607,11165254705,44091767235
383.331576,389.6348596,372.6817726,387.4128721,11099741489,43118282221
396.5724845,403.8185515,380.8656904,384.2017931,11422822896,44215670708
386.7083504,397.1731896,385.3259154,395.4853243,8576498193,44052559039
382.9356549,392.6266812,381.3798558,386.5634287,10543037028,43803552325
387.3707606,391.1635016,374.8869308,383.3572779,12127768326,43297473286
388.808811,393.1644611,381.3550662,386.7351179,11937811703,44038887974
403.6713625,408.4771207,381.4768466,389.0131445,12850058519,44606623506
393.3897661,409.6397441,390.6194627,403.8421844,12959368782,45230438397
406.1238407,411.7883647,384.7599258,393.7343834,13265450638,45411074338
412.6769312,417.1245786,405.2396866,406.2957598,9283611356,46332490577
409.7115158,416.3899707,407.4898315,412.7276604,10079249596,46656124532
414.3197496,418.8251389,403.7620684,409.4000432,13901313261,46684347444
391.6700091,420.2907288,391.6700091,413.5170742,16498182126,45975664276
368.9624223,400.9086161,368.5805519,391.922827,14535344579,43456508705
379.5685073,380.5483889,367.7845787,369.0008543,10191174722,42265122043
378.1157501,383.8823647,373.5813666,379.9778115,8241124032,42711983663
368.4673012,378.2210601,367.9802089,377.9531891,6931830365,42196882961
365.81856,369.5955435,364.2557446,368.8817926,8584714399,41549095303
377.6377781,379.7566199,363.2951836,365.91071,11967627186,41792476293
379.0829882,380.361849,371.4241291,377.3466437,11174692621,42595675431
381.3699724,386.7546578,374.1344792,379.6421773,11511322208,42975263463
387.0154151,387.3042429,376.2629184,381.3011055,15351943869,43212049711
374.4844916,394.6500779,366.8150466,387.7379872,11027452762,42830237861
370.944728,376.9976678,369.5803407,374.8947875,9827859503,42163564867
365.3779991,378.0056235,365.3779991,370.8163998,12467964683,42189659370
351.2943412,368.2934873,348.2428724,365.9897107,10996941196,40324893145
341.9675602,352.6174971,335.5453609,350.939677,9820746333,38816785743
340.9892205,342.4216149,334.807049,341.5076102,11889771756,38366213556
353.7299311,354.7021098,337.6285056,340.661696,9434934522,39344170734
352.5526679,354.9892409,349.5278118,353.8545532,8863022283,39778145131
346.3607994,353.8935546,344.7965224,352.2149241,7696532628,39342098538
345.9401637,350.9114538,344.3792936,346.3090493,10864336124,39200137940
353.2128457,353.6876952,336.7173915,346.0468359,15708735701,38909141647
359.8203273,368.5946715,346.4058436,352.9241694,11757675813,40636249574
359.8373657,360.8145174,353.0832764,359.3805013,10750901718,40211921988
354.212956,360.1087168,351.8331778,359.5280615,13604204070,40129528865
357.5036342,365.9872773,354.12874,354.7536248,12240570630,40668342369
354.0987099,361.9423471,348.7492113,357.0768318,13274405429,40025975231
352.0477226,355.4867417,348.1581002,354.901986,14128977256,39727397152
349.0390972,357.1381414,338.4616149,351.6653381,16489367064,39120343263
320.1237237,350.9608963,318.5764155,349.0106763,17593858755,37758939953
344.275706,344.6407887,318.3105425,320.7655631,13914982251,37947415443
340.7649963,346.3680007,336.4895486,344.0723331,19631714708,38610568995
372.1714501,375.9119257,334.1175695,341.3871423,19397296349,40228744272
385.0819443,385.0819443,367.8800257,371.930762,15024813310,42457495313
383.8677592,386.3040214,377.9915961,384.7724596,17067636602,43150877664
388.9122823,390.9164604,377.0975656,382.3320588,23187725688,43287510592
366.7728004,392.9222708,365.8014148,388.2975068,23907331521,42972984781
365.8595023,373.6193588,358.0566065,366.7459343,20421971347,41206465061
376.8175827,380.9034076,364.1539288,364.1539288,20436343770,41914196734
366.0991875,382.5737849,357.1408495,376.469186,21340863192,41682754909
384.4471665,388.1581622,354.6443738,365.278917,18956358548,41970280565
372.6836974,384.2063335,365.8537898,384.2063335,17250620647,41907711053
367.1710663,373.1045338,357.3182746,372.2957828,21294709859,41152437968
351.790316,374.9220553,351.790316,366.5997324,22628775638,41213478402
339.3080568,358.5115004,333.6874592,351.9043145,21737601652,39029821340
354.0638176,355.0764714,330.0180451,338.9123437,24433336896,38638126869
354.6671331,359.6350465,327.5980677,352.2753987,29841577730,39004023777
338.2095758,360.4658774,317.2081778,355.34335,43155697539,38830870179
384.5849083,390.6223626,316.5792783,331.381125,29781436709,40649192207
380.7596087,399.0925182,369.2770224,385.8447488,31294251885,43458888090
