Date,Open,High,Low,Close,Volume,Market Cap
Jun-23-2021,0.6362837308493963,0.6888567088413529,0.6195047915443446,0.6702119283292021,5730055275.89272,30130658324.39203
Jun-22-2021,0.5448941761078246,0.6599415971677834,0.5247304448086575,0.6367824198841242,9001820297.498234,28683754676.653053
Jun-21-2021,0.6109244234233848,0.6486874516866665,0.5151823485737204,0.5457891342890633,8184416678.8013935,27020187544.938263
Jun-20-2021,0.7770613541553095,0.7770613541553095,0.6086978890813128,0.6086978890813128,6058931739.330961,31895392948.807976
Jun-19-2021,0.76209973729452,0.7810885820842073,0.701046259005273,0.7774697849645179,4039304712.888889,34382993873.06948
Jun-18-2021,0.7973737797628242,0.8059558754632321,0.7603997691851841,0.763305584013203,3707917443.5555553,36504828569.517914
Jun-17-2021,0.8416923105809275,0.8444291139240977,0.7747021148999746,0.7959579696141469,3339706949.3333335,37792436323.53603
Jun-16-2021,0.8324801629185073,0.860811328001299,0.826265432555266,0.8424859126946928,3702286250.369338,39128877711.74999
Jun-15-2021,0.8676548920113137,0.8733225728296738,0.8290575806163359,0.8317593355863099,3675344805.0174217,39301758716.41437
Jun-14-2021,0.891606424626008,0.9010415607787974,0.8614801399663276,0.8696680491567688,4435959242.666667,40641216125.76272
Jun-13-2021,0.8837775398584626,0.9250556849717236,0.865412225401233,0.8918326975056348,4303716653.333333,40700500524.39718
Jun-12-2021,0.8330979976053556,0.8877430152108245,0.8208271692882287,0.882954091499842,3255795729.7777777,38858634314.60867
Jun-11-2021,0.8485099325549263,0.8485099325549263,0.8109961384324789,0.8340144049844693,4064926600,38271734749.79218
Jun-10-2021,0.8701664796819887,0.878541727077045,0.8390566946780784,0.8467775965671884,4261100774.2222223,39736852816.62999
Jun-09-2021,0.9198000041337516,0.9256422290493465,0.8556918161298481,0.8742782837970766,6158068537.9790945,40712302925.450905
Jun-08-2021,0.8755206493849577,0.9156205837404192,0.832768639967431,0.9156205837404192,7547830353.777778,40155800139.969505
Jun-07-2021,0.8614151372935945,0.8834892692976345,0.7946415578445784,0.8742479444436585,7614172201.174825,39455557781.70594
Jun-06-2021,0.9437622030518388,0.971852300110298,0.8589848113825761,0.8589848113825761,4576577767.111111,43523190151.1988
Jun-05-2021,0.9232662038773876,0.9479871786489256,0.920070536605965,0.9395525132005348,5071725162.192593,43192478424.53536
Jun-04-2021,0.971408238795351,0.9970994529299496,0.900894724280137,0.9229462426303232,6177947703.111111,44130741515.21668
Jun-03-2021,1.05,1.05,0.9227396045428162,0.9713424239855228,7580835363.555555,44730809648.28919
Jun-02-2021,1.03,1.08,1.01,1.05,6627262661.333333,47782612563.689644
Jun-01-2021,1.01,1.0449614796836852,0.9839938524390826,1.03,7861502524.444445,47015309230.2142
May-31-2021,1.0418229959230614,1.094954594520525,0.9836079846780068,1.01,11090816281.867596,47286274472.68854
May-30-2021,0.9064069058337416,1.05,0.8866288495296628,1.042108709279365,10011342621.43554,44943407481.9669
May-29-2021,0.8315613713656169,0.9288586228184208,0.8048952458308434,0.9060207277388836,8009840595.244755,40368849872.68278
May-28-2021,0.8999518987220584,0.9368344212527074,0.7985539370187865,0.8314645077913096,8593340446.222221,40023149806.79923
May-27-2021,0.9733984197950392,0.9824543735473118,0.8565863291744412,0.8948659068436443,8673372779.038328,41947487681.25846
May-26-2021,1.033032516569384,1.0386943523529093,0.940701870801028,0.9733374289811996,9368132647.11111,45789703641.72084
May-25-2021,0.9744362610921208,1.0634179900687823,0.9552706594589097,1.032595915122695,11400829507.555555,46585533802.11184
May-24-2021,0.9930087777260064,1.0514547719987628,0.8888324791744191,0.9668873849545924,14073846410.666666,44430588584.252106
May-23-2021,0.8000836786287189,0.9872611955942664,0.7633626329440677,0.9872611955942664,14610579155.244755,39476006489.27501
May-22-2021,0.9088016853774816,0.9625636531872652,0.6568241231068956,0.8011801144391041,11881566030.222221,37239411611.003975
May-21-2021,1.0079440494914371,1.0079440494914371,0.8468583820105047,0.9103362691705236,15011585521.777779,42497672679.976
May-20-2021,1.18,1.21,0.882912803511655,1.0015990193376747,14393226954.666666,50334602892.384415
May-19-2021,1.06959846,1.2611386634537145,0.92775851,1.172307531877908,26967954009.769848,53508818901.577126
May-18-2021,1.593181409,1.638629147,0.92735945,1.089097729,28217759058.21995,60773570337.38138
May-17-2021,1.496880587,1.695617402,1.489890089,1.595380381,21245984396.35088,65388877707.138954
May-16-2021,1.45,1.56,1.35,1.496427679,19954919325.739075,51539072667.881775
May-15-2021,1.49,1.605441006,1.370504947,1.45,21206184004.604527,53195138255.571
May-14-2021,1.408131721,1.565366758,1.33247258,1.48,11951665517.092003,49950351414.137314
May-13-2021,1.359258902,1.44,1.33,1.41,12884786047.774698,48540178306.37973
May-12-2021,1.272923432,1.39,1.237309335,1.356908845,17151952871.076399,46272490103.51357
May-11-2021,1.480374608,1.541990504,1.292140807,1.292140807,10629057897.789658,51120221119.65178
May-10-2021,1.393062966,1.482073878,1.36944174,1.474460565,15495844003.789238,50493737211.04261
May-09-2021,1.538127414,1.626074777,1.311929856,1.396253751,11381837338.424355,53957644678.17131
May-08-2021,1.566899764,1.597383496,1.472194241,1.539783246,9865862017.383818,53645694179.89548
May-07-2021,1.59,1.624907118,1.55,1.567333604,10783546368.086384,55684015801.11263
May-06-2021,1.61,1.68,1.520320479,1.59,17982756816.328423,63362276428.92078
May-05-2021,1.61,1.754223858,1.572575008,1.61,22358781427.500057,75441244186.61464
May-04-2021,1.389523485,1.62,1.389523485,1.61,18089832460.61119,68519064983.64643
May-03-2021,1.568942718,1.568942718,1.34050043,1.388580478,16064432950.873959,65984802303.698784
May-02-2021,1.58,1.629262907,1.547371679,1.570284553,10713851714.0245,72302938869.3627
May-01-2021,1.662652116,1.664971432,1.55,1.57,13240752367.88788,72327703069.78813
Apr-30-2021,1.604408123,1.672517872,1.550211172,1.666694806,17219516856.035873,72321508399.61711
Apr-29-2021,1.41,1.64,1.39,1.600664077,18629281505.924126,70092417710.59334
Apr-28-2021,1.367892569,1.427118031,1.340717779,1.409470736,15135047775.158768,63271053107.90458
Apr-27-2021,1.41237982,1.452504026,1.30844375,1.370196946,18574948576.03743,62385452111.46221
Apr-26-2021,1.375788872,1.466515549,1.356370955,1.410769709,29514578193.00922,64208418081.173096
Apr-25-2021,1.044077041,1.370054271,1.030163365,1.370054271,22215255539.047104,55215146837.37087
Apr-24-2021,1.058713391,1.16,0.976167048,1.041385112,13540534018.239023,48734649629.84388
Apr-23-2021,1.176413436,1.176413436,1.036276757,1.058699278,25021854803.01937,50133999595.16109
Apr-22-2021,1.162635816,1.197696478,0.945510379,1.171924948,42911346396.8623,49570041015.54654
Apr-21-2021,1.31,1.410290005,1.156581188,1.169023052,26108807241.457893,57648037414.43311
Apr-20-2021,1.4,1.471356247,1.3,1.31,28822997539.558723,60233958985.487
Apr-19-2021,1.326605473,1.45,1.212187039,1.39,34471145975.883,57338788622.12814
Apr-18-2021,1.431942212,1.545008833,1.286010287,1.327594648,39020405980.06955,61222739394.69857
Apr-17-2021,1.56,1.57,1.19,1.423739299,37000377624.94982,58804632713.35799
Apr-16-2021,1.569013855,1.751437138,1.56,1.56,39755241117.30337,70533243317.24689
Apr-15-2021,1.77,1.81,1.494119218,1.575830912,37715753519.65052,72066619215.22781
Apr-14-2021,1.853845246,1.878617207,1.67,1.77,44972339633.3621,76418685885.51312
Apr-13-2021,1.81,1.977925914,1.605739254,1.846644972,64677419375.34077,78516769867.38806
Apr-12-2021,1.48,1.9,1.437657297,1.8,42376747018.235825,72085566130.45772
Apr-11-2021,1.37205885,1.48,1.338529417,1.48,29524659028.08919,59699297965.65671
Apr-10-2021,1.39152015,1.504259893,1.331666484,1.360755918,54573965302.40025,61059775255.816734
Apr-09-2021,1.03,1.4,1.022156681,1.391248843,29776658629.589386,51952119499.903336
Apr-08-2021,1.07,1.086593847,1,1.03,20111656645.69097,44833038140.74322
Apr-07-2021,0.930501533,1.08,0.916213042,1.06,26145084753.57979,42274105940.3596
Apr-06-2021,1.115455046,1.115455046,0.888174617,0.933296945,43451036711.71565,42387541902.42932
Apr-05-2021,0.930541276,1.1101818,0.845869634,1.1101818,44955005794.97215,42311254036.28094
Apr-04-2021,0.638295739,0.935682818,0.628101243,0.920751317,17939723145.33993,32543253212.36518
Apr-03-2021,0.587978809,0.63800645,0.582072197,0.63800645,7533982874.976436,26206771693.541294
Apr-02-2021,0.611553536,0.646038299,0.58692813,0.588805718,8648499514.222986,26957201110.825146
Apr-01-2021,0.575004204,0.610852717,0.571571536,0.610180147,6166561791.71116,25469090948.190025
Mar-31-2021,0.57247641,0.591506854,0.55683785,0.575843015,6311447041.472674,24713472833.75615
Mar-30-2021,0.565296355,0.577311822,0.543447353,0.571999023,5349742063.741588,24106614156.224983
Mar-29-2021,0.567469539,0.58316928,0.562165539,0.565965874,5060912352.321104,24744561038.897648
Mar-28-2021,0.548524619,0.571475507,0.546701266,0.568435932,4153408567.516896,24315522676.180645
Mar-27-2021,0.549451177,0.560775095,0.543390635,0.55014768,4081319334.9389596,23868050324.382828
Mar-26-2021,0.56523674,0.574162258,0.537982907,0.550217962,6047626231.907764,24075513662.247967
Mar-25-2021,0.513396419,0.569411849,0.513396419,0.565740823,7691677206.093501,23657285728.975185
Mar-24-2021,0.484780836,0.524981409,0.468797193,0.514258276,8699953966.512032,21616716700.265125
Mar-23-2021,0.553034964,0.562215138,0.473437812,0.486543911,7472311711.03667,23470564688.73082
Mar-22-2021,0.547583704,0.594087092,0.542749909,0.556880407,14267379826.101974,24580242969.503426
Mar-21-2021,0.518625312,0.599195159,0.505175135,0.549827425,8629551925.619282,23687499141.355057
Mar-20-2021,0.52576072,0.541377856,0.498608886,0.51954214,9525612328.230064,22275338393.715103
Mar-19-2021,0.468629786,0.54910601,0.467529885,0.526542683,4625945035.484454,21463979625.5287
Mar-18-2021,0.470389307,0.476031111,0.461835036,0.468016284,3545086474.3381543,20403249008.433628
Mar-17-2021,0.47111318,0.486085081,0.46707697,0.470917682,4639785181.204461,20560740809.318752
Mar-16-2021,0.46145691,0.481664527,0.455289934,0.470867473,6638027602.828422,20256002290.471214
Mar-15-2021,0.436725926,0.505391225,0.428849467,0.460116875,7515135071.779696,20062593400.088264
Mar-14-2021,0.441020222,0.447301075,0.425414656,0.436531165,3606602835.247854,19022641474.919456
Mar-13-2021,0.45871458,0.46121404,0.442570719,0.442570719,5595826018.898552,19503658582.843483
Mar-12-2021,0.439722004,0.464050135,0.433468982,0.460036519,11092942667.219948,19455939935.448498
Mar-11-2021,0.452348854,0.462632381,0.426828724,0.439172536,10916335017.655016,19395859818.885883
Mar-10-2021,0.462267246,0.463570561,0.441752743,0.451945689,10503706887.555946,19633711939.68109
Mar-09-2021,0.485332596,0.48693992,0.457303186,0.462089699,11139640057.552992,20273221134.231373
Mar-08-2021,0.473521071,0.4860966,0.471717589,0.485086927,11940778385.982246,20775036453.15572
Mar-07-2021,0.465658895,0.486709366,0.456154728,0.473220162,10398679147.87338,20385894039.657326
Mar-06-2021,0.462554687,0.466984132,0.45814887,0.466277955,7780833826.118641,20064955140.62404
Mar-05-2021,0.456270121,0.46864944,0.450257257,0.462935568,13276680117.568699,19908323470.91601
Mar-04-2021,0.483184536,0.483184536,0.448463447,0.45439252,26368948894.300056,19863952719.851395
Mar-03-2021,0.449523274,0.491394717,0.437782791,0.479868433,16043809000.687662,19819729477.213745
Mar-02-2021,0.435829969,0.464088579,0.432422376,0.450499398,11293576271.382542,19343434071.758366
Mar-01-2021,0.445811212,0.453734075,0.423873562,0.43478739,12027918413.465693,18974063990.232178
Feb-28-2021,0.415553931,0.449528568,0.414495458,0.446876959,12267793398.977724,18656155184.26088
Feb-27-2021,0.437113749,0.438468243,0.397806386,0.415472014,13255569387.28761,18041461765.457325
Feb-26-2021,0.427779143,0.4542745,0.427779143,0.437693192,14964238192.423624,19111936861.06542
Feb-25-2021,0.433443853,0.448778093,0.417523806,0.426863998,19707241849.7479,18722855571.424908
Feb-24-2021,0.469178377,0.479457797,0.435383021,0.435807423,18563271274.674324,20204993136.33469
Feb-23-2021,0.472728194,0.497341863,0.45410239,0.469462628,31529024021.18193,20694688364.327602
Feb-22-2021,0.568299921,0.568787857,0.396425212,0.469537945,53931999902.2379,21069434830.91987
Feb-21-2021,0.54566788,0.636605171,0.516030913,0.571915192,41409553056.13091,24511565130.2494
Feb-20-2021,0.513612748,0.556427798,0.506963528,0.547167212,25949578181.134064,23063576164.773483
Feb-19-2021,0.564544706,0.579810286,0.4837136,0.514648791,23807037970.46023,23925229249.688156
Feb-18-2021,0.529453602,0.574366981,0.516974474,0.565897618,20062512317.179688,23610401006.34794
Feb-17-2021,0.532450261,0.558090615,0.520836356,0.529976039,19300865601.143166,23311721581.56077
Feb-16-2021,0.517694367,0.553530369,0.494871294,0.53377063,25380817986.87949,23017255155.593357
Feb-15-2021,0.549513495,0.577127727,0.486876123,0.52008187,23448234624.511814,23436059537.98674
Feb-14-2021,0.59442245,0.60124285,0.5198353,0.547447191,28268848239.23252,24476571885.75566
Feb-13-2021,0.63216575,0.636725968,0.57274636,0.594733667,30278698695.92818,26205486779.963078
Feb-12-2021,0.611157354,0.639598724,0.558429632,0.6270213,36783499376.47627,26472589858.317745
Feb-11-2021,0.52566846,0.616365083,0.517583351,0.609600551,29701402355.20096,24655967470.16294
Feb-10-2021,0.504237308,0.529778799,0.500686988,0.52299763,31347620423.29616,22380873351.70537
Feb-09-2021,0.475598379,0.533856568,0.460917021,0.503576017,31690037802.354214,21468140777.60241
Feb-08-2021,0.451580385,0.487692785,0.449401553,0.472313451,26416811107.639996,20111207772.712975
Feb-07-2021,0.419204954,0.456576489,0.413759453,0.451745149,20235068995.914433,18790199008.70459
Feb-06-2021,0.442642342,0.448820354,0.398051368,0.419777141,18479263216.614716,18596573929.43785
Feb-05-2021,0.451043987,0.452797596,0.429368123,0.442214962,21127681025.59299,19080426625.515644
Feb-04-2021,0.445611943,0.467849356,0.428476167,0.450154563,42650988286.07209,19278182855.064087
Feb-03-2021,0.396968959,0.475955983,0.383345179,0.447857264,26214985218.365395,17618329198.073547
Feb-02-2021,0.37192585,0.408371025,0.37192585,0.397215378,26653028214.86398,16668155421.201303
Feb-01-2021,0.37304931,0.398367131,0.345243622,0.370603345,85073126595.94054,16194865692.187208
Jan-31-2021,0.494701761,0.749380321,0.360824194,0.373014778,106998793612.9758,21947009114.274757
Jan-30-2021,0.44609938,0.50514053,0.391786163,0.492928406,56248187639.88566,19649768868.33365
Jan-29-2021,0.282852982,0.49908006,0.28217636,0.427679909,18510664576.382492,14671432467.266493
Jan-28-2021,0.264732394,0.306511125,0.261285529,0.283514074,8287439902.652032,12149313260.780493
Jan-27-2021,0.251779101,0.268791658,0.248284259,0.264182035,3764223692.14213,11209245519.317175
Jan-26-2021,0.268753367,0.268753367,0.245210424,0.251397505,3259202297.1195774,11159417809.075804
Jan-25-2021,0.268210705,0.270685891,0.259757773,0.268881059,3347735804.8346763,11539314980.567198
Jan-24-2021,0.273849771,0.281600793,0.268186011,0.268192408,3227234137.8737373,11936746306.435751
Jan-23-2021,0.27174683,0.277351791,0.269975678,0.274415068,3090045567.9981203,11843815005.299131
Jan-22-2021,0.273001725,0.282289942,0.266769553,0.271456285,4073209011.5957966,11852977184.546288
Jan-21-2021,0.268611834,0.277570224,0.24369649,0.272698279,6364218492.521996,11648422836.72897
Jan-20-2021,0.295667215,0.30437849,0.261629882,0.268810178,5542680018.376619,12299213816.848337
Jan-19-2021,0.295019954,0.308791538,0.281910409,0.296906433,6510348206.605916,12594250426.089893
Jan-18-2021,0.285306955,0.325972683,0.284356139,0.296372192,6204326419.342472,13021178434.105114
Jan-17-2021,0.277322463,0.287808985,0.271908633,0.285604247,3861771137.20366,12143839923.116657
Jan-16-2021,0.279963932,0.284881898,0.270255809,0.27731269,4535897727.563715,12014629022.38273
Jan-15-2021,0.280938963,0.295173301,0.276442182,0.280442367,5834740821.721409,12274937501.947706
Jan-14-2021,0.29560682,0.301902273,0.264433891,0.278553728,8756931686.796894,12413091588.848846
Jan-13-2021,0.305797961,0.308023482,0.28394201,0.295571905,9529134003.763008,12799913762.864552
Jan-12-2021,0.292694156,0.30868957,0.285668958,0.305548276,10192029225.46674,12897677950.480139
Jan-11-2021,0.287929116,0.308498708,0.279096679,0.292287156,15712688568.911781,12718337207.990904
Jan-10-2021,0.31618803,0.31618803,0.256695071,0.288709375,20017969805.647297,12250231031.701485
Jan-09-2021,0.326040398,0.36252036,0.292230943,0.316435612,16128952902.876282,14335816054.191914
Jan-08-2021,0.321581859,0.338208739,0.307566479,0.327617155,16133923303.826979,13926925077.598265
Jan-07-2021,0.323652095,0.344362417,0.289952437,0.321286761,30960638121.874607,13683464806.749878
Jan-06-2021,0.250422442,0.36508646,0.247903026,0.322428163,27282788563.87528,13464027120.539322
Jan-05-2021,0.226063104,0.266632948,0.222501219,0.251482959,10609324622.82327,10211727760.093529
Jan-04-2021,0.236405929,0.240832348,0.220605992,0.226242965,9955797331.842615,9983517921.662159
Jan-03-2021,0.225247819,0.255824024,0.220861801,0.236831852,12173976419.692421,10066193436.986311
Jan-02-2021,0.22072036,0.236739561,0.216782965,0.226170286,8937421825.788658,9671669159.887356
Jan-01-2021,0.237665651,0.237809408,0.212911377,0.220601854,9413445392.115105,9906562144.255543
Dec-31-2020,0.219611814,0.248842672,0.216806233,0.237068667,11158182121.417955,10153064476.224184
Dec-30-2020,0.211242045,0.226829574,0.205976691,0.220053184,13835015689.873732,9397056533.930569
Dec-29-2020,0.221326784,0.233467925,0.194998254,0.211816086,25939672176.440125,9143758770.447802
Dec-28-2020,0.24771055,0.24771055,0.174039398,0.221010849,21896679456.590786,9406101053.091196
Dec-27-2020,0.283265391,0.304066358,0.238778107,0.244311753,14334324934.169304,12311110456.633259
Dec-26-2020,0.294292072,0.305681802,0.271041055,0.283395413,16689679949.324768,12617985220.286041
Dec-25-2020,0.318136232,0.321931198,0.287052148,0.294669144,28394480446.30011,13219259604.046423
Dec-24-2020,0.339142581,0.380440931,0.284379203,0.319392347,36953978829.64463,14708661755.735336
Dec-23-2020,0.259069255,0.366035584,0.243313084,0.347282506,42451542397.69903,11742822489.35156
Dec-22-2020,0.449334481,0.449334481,0.221752057,0.261995239,36087041387.36222,14897956925.971172
Dec-21-2020,0.515627077,0.521138054,0.413920125,0.451364313,19543735430.88183,20500310160.709084
Dec-20-2020,0.556508404,0.567040804,0.505002309,0.518792231,14887749833.83214,23326775773.784878
Dec-19-2020,0.578629096,0.584856391,0.54091352,0.55777383,13910910322.791777,24805090865.452396
Dec-18-2020,0.583654449,0.600751948,0.568119424,0.578613676,17682683428.692482,25162677177.666702
Dec-17-2020,0.577072945,0.609526512,0.554481712,0.584028644,31788003095.85518,25118851867.592125
Dec-16-2020,0.57059476,0.655320253,0.547643613,0.575440632,31452939498.548508,25114498716.609425
Dec-15-2020,0.468648603,0.568142485,0.440167492,0.568142485,16048720210.65853,20822698302.02802
Dec-14-2020,0.497608968,0.506305041,0.466227346,0.469556828,10066515764.535072,21001700825.435696
Dec-13-2020,0.513083654,0.517528688,0.490494475,0.498008892,10506103802.696287,21688020114.376087
Dec-12-2020,0.505030639,0.526748358,0.487637768,0.511003897,15220754511.406355,22082773578.671104
Dec-11-2020,0.545873123,0.545873123,0.487917061,0.504020876,21211417335.2227,22460710989.225616
Dec-10-2020,0.572029905,0.581359261,0.531778591,0.55013308,15054302834.770445,24075002871.96708
Dec-09-2020,0.583029488,0.585874742,0.55603338,0.574564468,17834643257.63433,24798911753.93771
Dec-08-2020,0.56065365,0.600323011,0.507038511,0.583604533,15734257194.36156,23959521929.854855
Dec-07-2020,0.608860586,0.609948439,0.558103098,0.560544519,10238957391.110846,25663906930.162624
Dec-06-2020,0.621880843,0.621929588,0.594663611,0.609634205,12029924730.474373,26406325149.948315
Dec-05-2020,0.584918781,0.624970417,0.58340629,0.618483142,12828599889.17686,26247239228.0643
Dec-04-2020,0.555307712,0.595093733,0.551712579,0.583934536,14007400237.529976,25157594332.653343
Dec-03-2020,0.631193162,0.632707297,0.547592665,0.559130605,11323652909.74512,25926894689.80226
Dec-02-2020,0.63036122,0.640069718,0.616187161,0.631641253,12792940600.774729,27125475436.496174
Dec-01-2020,0.612131253,0.634812163,0.596444859,0.630396047,17865810597.32541,26675343107.5554
Nov-30-2020,0.663618468,0.677981422,0.600231803,0.614801304,16281257490.546213,27789588009.700813
Nov-29-2020,0.60574392,0.672961226,0.605135989,0.665902176,14444525407.055128,27448161949.65373
Nov-28-2020,0.62568458,0.634031171,0.589114477,0.604791202,15809193451.103455,26483521247.350445
Nov-27-2020,0.561092312,0.643064479,0.543288718,0.624595502,15088128617.323092,25283253803.238846
Nov-26-2020,0.534964353,0.585152618,0.506906158,0.557289607,21017453154.710434,23487979280.998405
Nov-25-2020,0.633342167,0.647607147,0.465539127,0.528885014,23070167885.51629,23358640068.431774
Nov-24-2020,0.691896249,0.718008611,0.608053918,0.640225843,45891023725.32163,28956985107.795452
Nov-23-2020,0.614029644,0.759726668,0.583099946,0.693143635,52256218208.625824,28776580938.676712
Nov-22-2020,0.445108982,0.611091426,0.435964227,0.608285388,25889173176.56299,21645133486.282013
Nov-21-2020,0.461103029,0.491780531,0.415504763,0.444528329,29936253990.594707,19398374210.912827
Nov-20-2020,0.329282656,0.463730008,0.329282656,0.462753825,13737725962.014183,16614272807.479048
Nov-19-2020,0.30324017,0.329082377,0.297900068,0.32814981,5655128030.922019,13414300984.758337
Nov-18-2020,0.293636416,0.305899372,0.284440296,0.302789761,5408565817.502911,12776547447.413366
Nov-17-2020,0.302332876,0.307250668,0.283898115,0.294394375,6528016324.379934,12729051939.062428
Nov-16-2020,0.28778266,0.304613784,0.28778266,0.302576196,5780563883.386784,12919714720.937744
Nov-15-2020,0.26964202,0.287934059,0.267852202,0.287908669,3349626014.0411415,11981671509.377033
Nov-14-2020,0.268262283,0.276253974,0.264669412,0.26962918,3707761696.5689197,11750870606.849232
Nov-13-2020,0.265221188,0.276357664,0.262826639,0.268546172,4098279377.488826,11613225291.727955
Nov-12-2020,0.254848757,0.265320053,0.254374752,0.264356856,2386295000.1991534,11216689778.35753
Nov-11-2020,0.25605692,0.257812352,0.252786431,0.25476514,2173346974.35684,11056532585.934336
Nov-10-2020,0.253964012,0.259423924,0.252647666,0.255916964,2884497708.8251066,11115040282.932205
Nov-09-2020,0.250365164,0.26403096,0.248469324,0.253809203,3213941969.510141,11024098513.5086
Nov-08-2020,0.253723933,0.255590571,0.246234365,0.250665566,2339084813.3966465,10883999304.94094
Nov-07-2020,0.249361696,0.256740257,0.24795219,0.253846302,2712820894.4966455,10946417471.001188
Nov-06-2020,0.258791711,0.266585038,0.245605532,0.249290082,3211535207.0464926,11198939926.162298
Nov-05-2020,0.245624486,0.260787034,0.245175157,0.258520796,3361267046.7642183,11023186268.66411
Nov-04-2020,0.237840678,0.24681943,0.237640146,0.24545726,2483095722.794076,10453283967.038692
Nov-03-2020,0.239558003,0.240269098,0.23349859,0.237615274,2502041586.7620234,10260366425.865204
Nov-02-2020,0.235267937,0.242339411,0.2292069,0.239362248,2298697306.77914,10204521364.508322
Nov-01-2020,0.240019536,0.244145643,0.23394454,0.235566039,1618574239.609416,10292422566.357023
Oct-31-2020,0.239779495,0.241190113,0.237119501,0.239851349,1350677589.521476,10362985904.53804
Oct-30-2020,0.238985171,0.242952635,0.237778892,0.239652522,1660533829.1098733,10397371399.80716
Oct-29-2020,0.242428252,0.243870962,0.232728358,0.239137842,2030388561.8738055,10320550134.396978
Oct-28-2020,0.245612824,0.246845943,0.239909896,0.242301992,1763395400.823816,10584054867.477962
Oct-27-2020,0.252654885,0.255972215,0.244550052,0.245827097,1929663324.9890852,10778532558.572132
Oct-26-2020,0.248287509,0.253777197,0.247919677,0.252971097,1856114635.307537,10855854260.135054
Oct-25-2020,0.253182581,0.258149997,0.244396755,0.248508574,1402571727.7160418,10934154497.451307
