https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USD
1611273600000.0,2021-01-22 00:00:00,XRP/USD,0.2683,0.278125,0.238125,0.2724,4425548.256057269,1205519.34495
1611187200000.0,2021-01-21 00:00:00,XRP/USD,0.295675,0.307325,0.2595,0.268375,3880805.7626455524,1041511.24655
1611100800000.0,2021-01-20 00:00:00,XRP/USD,0.294375,0.312375,0.2795,0.295675,2228489.847636763,658908.7357
1611014400000.0,2021-01-19 00:00:00,XRP/USD,0.2859,0.33,0.2841,0.294375,6469384.764076433,1904425.139925
1610928000000.0,2021-01-18 00:00:00,XRP/USD,0.27695,0.2883,0.27165,0.2859,2040519.8616649178,583384.62845
1610841600000.0,2021-01-17 00:00:00,XRP/USD,0.279725,0.2855,0.269025,0.27695,1387501.6799061203,384268.59025
1610755200000.0,2021-01-16 00:00:00,XRP/USD,0.28,0.2963,0.275425,0.279725,3792603.021360265,1060885.88015
1610668800000.0,2021-01-15 00:00:00,XRP/USD,0.2956,0.302875,0.26235,0.28,4789301.555357142,1341004.4355
1610582400000.0,2021-01-14 00:00:00,XRP/USD,0.30575,0.3086,0.283375,0.2956,3391916.671938431,1002650.568225
1610496000000.0,2021-01-13 00:00:00,XRP/USD,0.29205,0.3096,0.2847,0.30575,3194811.5878168433,976813.642975
1610409600000.0,2021-01-12 00:00:00,XRP/USD,0.288125,0.31075,0.2772,0.29205,4680356.646379045,1366898.158575
1610323200000.0,2021-01-11 00:00:00,XRP/USD,0.3153,0.315675,0.25,0.288125,5708907.710368763,1644879.03405
1610236800000.0,2021-01-10 00:00:00,XRP/USD,0.325475,0.3682,0.2867,0.3153,5934542.4434665395,1871161.232425
1610150400000.0,2021-01-09 00:00:00,XRP/USD,0.320375,0.34,0.306,0.3255,2627547.787941628,855266.804975
1610064000000.0,2021-01-08 00:00:00,XRP/USD,0.323275,0.3467,0.285125,0.320375,5656110.704721029,1812076.467025
1609977600000.0,2021-01-07 00:00:00,XRP/USD,0.2491,0.370025,0.245975,0.323275,10106580.548913464,3267204.82695
1609891200000.0,2021-01-06 00:00:00,XRP/USD,0.226225,0.2736,0.222,0.2491,5446144.412786029,1356634.573225
1609804800000.0,2021-01-05 00:00:00,XRP/USD,0.235875,0.2425,0.217625,0.226225,3058381.8589899438,691882.43605
1609718400000.0,2021-01-04 00:00:00,XRP/USD,0.2251,0.263225,0.2168,0.235875,9915078.195442501,2338719.06935
1609632000000.0,2021-01-03 00:00:00,XRP/USD,0.2213,0.23815,0.2156,0.2251,4225377.81408263,951132.54595
1609545600000.0,2021-01-02 00:00:00,XRP/USD,0.23755,0.2387,0.2133,0.221325,4062100.3599909637,899044.362175
1609459200000.0,2021-01-01 00:00:00,XRP/USD,0.219625,0.250475,0.216575,0.23755,3235099.575142075,768497.904075
1609372800000.0,2020-12-31 00:00:00,XRP/USD,0.211175,0.22915,0.20515,0.219625,6412386.853044963,1408320.4626
1609286400000.0,2020-12-30 00:00:00,XRP/USD,0.2205,0.23605,0.1916,0.211175,6674295.998460992,1409444.457475
1609200000000.0,2020-12-29 00:00:00,XRP/USD,0.247775,0.253,0.1731,0.2205,31254338.037755102,6891581.537325
1609113600000.0,2020-12-28 00:00:00,XRP/USD,0.283325,0.3095,0.233675,0.247775,16049086.144687722,3976562.3195
1609027200000.0,2020-12-27 00:00:00,XRP/USD,0.2946,0.3104,0.2662,0.283325,4499962.084002471,1274951.75745
1608940800000.0,2020-12-26 00:00:00,XRP/USD,0.318525,0.3265,0.283025,0.2946,3057041.417090971,900604.401475
1608854400000.0,2020-12-25 00:00:00,XRP/USD,0.337825,0.3844,0.2797,0.318525,13906031.884781413,4429418.8061
1608768000000.0,2020-12-24 00:00:00,XRP/USD,0.2603,0.377575,0.237075,0.337825,18515793.55080293,6255097.9563
1608681600000.0,2020-12-23 00:00:00,XRP/USD,0.4468,0.447725,0.21135,0.2603,41315438.31991933,10754408.594675
1608595200000.0,2020-12-22 00:00:00,XRP/USD,0.514475,0.5214,0.40125,0.4468,8529052.87807744,3810780.825925
1608508800000.0,2020-12-21 00:00:00,XRP/USD,0.556,0.5696,0.4978,0.514475,6710940.247922639,3452610.98405
1608422400000.0,2020-12-20 00:00:00,XRP/USD,0.577225,0.586425,0.528725,0.556,1426039.2856115107,792877.8428
1608336000000.0,2020-12-19 00:00:00,XRP/USD,0.5839,0.604,0.567,0.577225,1380166.9231235653,796666.8522
1608249600000.0,2020-12-18 00:00:00,XRP/USD,0.577225,0.61355,0.551,0.5839,1729965.3642318891,1010126.776175
1608163200000.0,2020-12-17 00:00:00,XRP/USD,0.570675,0.6587,0.541325,0.577225,4120349.2127419985,2378368.574325
1608076800000.0,2020-12-16 00:00:00,XRP/USD,0.468325,0.575,0.4379,0.570675,3569288.90484952,2036903.945775
1607990400000.0,2020-12-15 00:00:00,XRP/USD,0.4973,0.5069,0.464675,0.468325,1983858.7090695566,929090.629925
1607904000000.0,2020-12-14 00:00:00,XRP/USD,0.5132,0.518525,0.487125,0.4973,1995083.2666901266,992154.908525
1607817600000.0,2020-12-13 00:00:00,XRP/USD,0.5059,0.527225,0.4862,0.5132,1370114.3847427904,703142.70225
1607731200000.0,2020-12-12 00:00:00,XRP/USD,0.545375,0.5478,0.4753,0.5059,5049619.949693615,2554602.73255
1607644800000.0,2020-12-11 00:00:00,XRP/USD,0.571225,0.5848,0.526625,0.545375,6589890.955535182,3593961.779875
1607558400000.0,2020-12-10 00:00:00,XRP/USD,0.58315,0.588,0.55325,0.571225,2383378.9094489915,1361445.61755
1607472000000.0,2020-12-09 00:00:00,XRP/USD,0.55825,0.606025,0.501525,0.58315,2983267.5261082053,1739692.45785
1607385600000.0,2020-12-08 00:00:00,XRP/USD,0.6085,0.61105,0.549575,0.55825,2929423.049081953,1635350.41715
1607299200000.0,2020-12-07 00:00:00,XRP/USD,0.6212,0.624025,0.59045,0.6085,629975.4621199671,383340.0687
1607212800000.0,2020-12-06 00:00:00,XRP/USD,0.585825,0.6285,0.579,0.6212,2953328.3417981328,1834607.565925
1607126400000.0,2020-12-05 00:00:00,XRP/USD,0.554,0.595975,0.546825,0.585825,1842146.0919643238,1079175.234325
1607040000000.0,2020-12-04 00:00:00,XRP/USD,0.631325,0.6341,0.5424,0.554,2257007.279918772,1250382.033075
1606953600000.0,2020-12-03 00:00:00,XRP/USD,0.629825,0.641975,0.615525,0.631325,1102572.1936007603,696081.390125
1606867200000.0,2020-12-02 00:00:00,XRP/USD,0.611225,0.636675,0.5954,0.629825,1292195.1038383679,813856.781275
1606780800000.0,2020-12-01 00:00:00,XRP/USD,0.664225,0.681525,0.575,0.611225,4598124.495807599,2810488.64495
1606694400000.0,2020-11-30 00:00:00,XRP/USD,0.605025,0.67775,0.599925,0.664225,5419432.745869246,3599722.715625
1606608000000.0,2020-11-29 00:00:00,XRP/USD,0.6257,0.637175,0.584175,0.605025,3304346.501218958,1999212.2419
1606521600000.0,2020-11-28 00:00:00,XRP/USD,0.5625,0.648675,0.54,0.6256,4563173.907928389,2854721.5968
1606435200000.0,2020-11-27 00:00:00,XRP/USD,0.536825,0.5862,0.505,0.5625,3262956.9638222223,1835413.29215
1606348800000.0,2020-11-26 00:00:00,XRP/USD,0.6311,0.651225,0.45485,0.536825,16420807.259162668,8815099.8569
1606262400000.0,2020-11-25 00:00:00,XRP/USD,0.6953,0.72595,0.584425,0.6311,11373640.00293139,7177904.20585
1606176000000.0,2020-11-24 00:00:00,XRP/USD,0.617225,0.78,0.4852,0.6953,11671254.815439379,8115023.473175
1606089600000.0,2020-11-23 00:00:00,XRP/USD,0.447125,0.62,0.4327,0.617225,7823762.214508485,4829021.63285
1606003200000.0,2020-11-22 00:00:00,XRP/USD,0.463225,0.4966,0.404525,0.447125,8941896.434498183,3998145.443275
1605916800000.0,2020-11-21 00:00:00,XRP/USD,0.329775,0.4685,0.32965,0.463225,16831778.651843056,7796900.666
1605830400000.0,2020-11-20 00:00:00,XRP/USD,0.303475,0.3308,0.29705,0.329775,4882973.200515503,1610282.4872
1605744000000.0,2020-11-19 00:00:00,XRP/USD,0.293625,0.3066,0.2842,0.30355,1719515.3394004283,521958.881275
1605657600000.0,2020-11-18 00:00:00,XRP/USD,0.302775,0.308325,0.2819,0.293625,1676099.5421030223,492144.72805
1605571200000.0,2020-11-17 00:00:00,XRP/USD,0.2884,0.304975,0.287675,0.302775,1731635.468499711,524295.928975
1605484800000.0,2020-11-16 00:00:00,XRP/USD,0.27,0.28985,0.2679,0.2884,1095822.852115118,316035.31055
1605398400000.0,2020-11-15 00:00:00,XRP/USD,0.2686,0.276925,0.264675,0.27,1009423.2272222221,272544.27135
1605312000000.0,2020-11-14 00:00:00,XRP/USD,0.266,0.27755,0.2619,0.2686,2286039.5015822784,614030.210125
1605225600000.0,2020-11-13 00:00:00,XRP/USD,0.255225,0.266,0.2542,0.266,1027933.3017857141,273430.258275
1605139200000.0,2020-11-12 00:00:00,XRP/USD,0.2562,0.258525,0.25265,0.255225,669435.6310118524,170856.708925
1605052800000.0,2020-11-11 00:00:00,XRP/USD,0.254025,0.2601,0.252725,0.2562,895418.9536494926,229406.335925
1604966400000.0,2020-11-10 00:00:00,XRP/USD,0.250675,0.2646,0.248375,0.254025,1289507.19574845,327567.0654
1604880000000.0,2020-11-09 00:00:00,XRP/USD,0.25405,0.2561,0.245975,0.250675,888572.4551710383,222742.9002
1604793600000.0,2020-11-08 00:00:00,XRP/USD,0.2493,0.257,0.2478,0.25405,387071.90887620545,98335.61845
1604707200000.0,2020-11-07 00:00:00,XRP/USD,0.2591,0.267575,0.2446,0.2493,1197345.9328118733,298498.34105
1604620800000.0,2020-11-06 00:00:00,XRP/USD,0.246,0.261675,0.2454,0.2591,4792097.645021227,1241632.499825
1604534400000.0,2020-11-05 00:00:00,XRP/USD,0.23775,0.247325,0.237475,0.246,1194439.8728658536,293832.208725
1604448000000.0,2020-11-04 00:00:00,XRP/USD,0.23965,0.240575,0.2327,0.23775,1543893.6447949528,367060.71405
1604361600000.0,2020-11-03 00:00:00,XRP/USD,0.235625,0.244,0.227875,0.23965,1229064.6580429792,294545.3453
1604275200000.0,2020-11-02 00:00:00,XRP/USD,0.240025,0.244925,0.233225,0.235625,1545675.1072679046,364199.69715
1604188800000.0,2020-11-01 00:00:00,XRP/USD,0.23995,0.2414,0.236825,0.240025,402023.9827101344,96495.80645
1604102400000.0,2020-10-31 00:00:00,XRP/USD,0.2393,0.2435,0.237825,0.23995,507632.9183163159,121806.51875
1604016000000.0,2020-10-30 00:00:00,XRP/USD,0.2426,0.244,0.2305,0.2393,1445008.6352904304,345790.566425
1603929600000.0,2020-10-29 00:00:00,XRP/USD,0.245725,0.2471,0.239875,0.2426,851184.9063272878,206497.458275
1603843200000.0,2020-10-28 00:00:00,XRP/USD,0.252925,0.256525,0.24455,0.245725,742743.0489368197,182510.5357
1603756800000.0,2020-10-27 00:00:00,XRP/USD,0.2485,0.25405,0.247825,0.252925,773020.284965899,195516.155575
1603670400000.0,2020-10-26 00:00:00,XRP/USD,0.253275,0.259175,0.243825,0.2485,873737.378169014,217123.738475
1603584000000.0,2020-10-25 00:00:00,XRP/USD,0.2564,0.25725,0.251175,0.253275,496532.83920639625,125759.35485
1603497600000.0,2020-10-24 00:00:00,XRP/USD,0.255,0.257875,0.25275,0.2564,462032.68954758183,118465.1816
1603411200000.0,2020-10-23 00:00:00,XRP/USD,0.2574,0.259375,0.250625,0.255,480727.3003921568,122585.4616
1603324800000.0,2020-10-22 00:00:00,XRP/USD,0.251375,0.263975,0.249,0.2574,1526452.4737762236,392908.86675
1603238400000.0,2020-10-21 00:00:00,XRP/USD,0.24345,0.2555,0.242975,0.251375,1391778.1579313774,349858.23445
1603152000000.0,2020-10-20 00:00:00,XRP/USD,0.245875,0.2502,0.24175,0.24345,788018.4170260833,191843.083625
1603065600000.0,2020-10-19 00:00:00,XRP/USD,0.242425,0.249375,0.240325,0.245875,561438.6764616166,138043.734575
1602979200000.0,2020-10-18 00:00:00,XRP/USD,0.240725,0.243575,0.2403,0.242425,213128.26338042694,51667.61925
1602892800000.0,2020-10-17 00:00:00,XRP/USD,0.240125,0.2432,0.23885,0.240725,584342.9992730294,140665.9685
1602806400000.0,2020-10-16 00:00:00,XRP/USD,0.245875,0.24785,0.23795,0.240125,1743544.0855804267,418668.52355
1602720000000.0,2020-10-15 00:00:00,XRP/USD,0.249475,0.250175,0.243225,0.245875,929761.137061515,228605.019575
1602633600000.0,2020-10-14 00:00:00,XRP/USD,0.256725,0.258425,0.246225,0.249475,983462.2004208838,245349.23245
1602547200000.0,2020-10-13 00:00:00,XRP/USD,0.25615,0.26,0.2529,0.25665,845071.4038573933,216887.5758
1602460800000.0,2020-10-12 00:00:00,XRP/USD,0.25545,0.25815,0.249,0.25615,1301447.1071637713,333365.6765
1602374400000.0,2020-10-11 00:00:00,XRP/USD,0.25415,0.2584,0.253475,0.25545,924928.0896457232,236272.8805
1602288000000.0,2020-10-10 00:00:00,XRP/USD,0.25295,0.260375,0.252825,0.25415,1231383.7235884322,312956.17335
1602201600000.0,2020-10-09 00:00:00,XRP/USD,0.251675,0.256575,0.249675,0.25295,2537560.234829018,641875.8614
1602115200000.0,2020-10-08 00:00:00,XRP/USD,0.24865,0.252825,0.242225,0.251675,1249495.987185855,314466.902575
1602028800000.0,2020-10-07 00:00:00,XRP/USD,0.245325,0.2513,0.2409,0.24865,582536.3282726725,144847.658025
1601942400000.0,2020-10-06 00:00:00,XRP/USD,0.250375,0.259125,0.2406,0.245325,1607346.2816671764,394322.22655
1601856000000.0,2020-10-05 00:00:00,XRP/USD,0.24785,0.254375,0.246475,0.250375,851653.4947578631,213232.74375
1601769600000.0,2020-10-04 00:00:00,XRP/USD,0.232775,0.249875,0.231725,0.24785,1656919.278595925,410667.4432
1601683200000.0,2020-10-03 00:00:00,XRP/USD,0.233725,0.234925,0.232625,0.232775,814314.567071206,189552.07335
1601596800000.0,2020-10-02 00:00:00,XRP/USD,0.2379,0.239225,0.2286,0.233725,1272117.390950904,297325.6372
1601510400000.0,2020-10-01 00:00:00,XRP/USD,0.241675,0.24465,0.2338,0.2379,741735.999369483,176458.99425
1601424000000.0,2020-09-30 00:00:00,XRP/USD,0.242925,0.24295,0.237725,0.241675,674968.7586634944,163123.07475
1601337600000.0,2020-09-29 00:00:00,XRP/USD,0.24085,0.24645,0.23835,0.242925,638544.8423381702,155118.505825
1601251200000.0,2020-09-28 00:00:00,XRP/USD,0.24315,0.2482,0.24,0.24085,1106487.841083662,266497.596525
1601164800000.0,2020-09-27 00:00:00,XRP/USD,0.241475,0.2445,0.2375,0.24315,689259.1025087395,167593.350775
1601078400000.0,2020-09-26 00:00:00,XRP/USD,0.24145,0.2455,0.237675,0.241475,1224495.7855885702,295685.119825
1600992000000.0,2020-09-25 00:00:00,XRP/USD,0.2329,0.244625,0.229625,0.24145,1644592.354110582,397086.8239
1600905600000.0,2020-09-24 00:00:00,XRP/USD,0.2215,0.233925,0.2194,0.2329,1219964.8491841995,284129.813375
1600819200000.0,2020-09-23 00:00:00,XRP/USD,0.233,0.234975,0.2205,0.22125,601898.9263276836,133170.13745
1600732800000.0,2020-09-22 00:00:00,XRP/USD,0.230825,0.234475,0.229375,0.233,794673.7658798283,185158.98745
1600646400000.0,2020-09-21 00:00:00,XRP/USD,0.2462,0.247875,0.229025,0.230825,675165.7227336727,155845.12795
1600560000000.0,2020-09-20 00:00:00,XRP/USD,0.251225,0.25125,0.242575,0.2462,509022.77071486594,125321.40615
1600473600000.0,2020-09-19 00:00:00,XRP/USD,0.250675,0.25495,0.24755,0.251225,315155.3049059608,79174.891475
1600387200000.0,2020-09-18 00:00:00,XRP/USD,0.2521,0.255075,0.2465,0.250675,1345619.0630298196,337313.058625
1600300800000.0,2020-09-17 00:00:00,XRP/USD,0.246725,0.258575,0.24615,0.2521,878898.9751090837,221570.431625
1600214400000.0,2020-09-16 00:00:00,XRP/USD,0.243075,0.25085,0.234275,0.246725,1202701.5589218766,296736.542125
1600128000000.0,2020-09-15 00:00:00,XRP/USD,0.245525,0.249125,0.242225,0.243075,905388.6519592718,220077.346575
1600041600000.0,2020-09-14 00:00:00,XRP/USD,0.241925,0.248275,0.2391,0.245525,1621489.791263619,398116.281
1599955200000.0,2020-09-13 00:00:00,XRP/USD,0.247425,0.253125,0.2375,0.241925,567858.872377803,137379.2577
1599868800000.0,2020-09-12 00:00:00,XRP/USD,0.242675,0.2486,0.240125,0.24745,606738.585774904,150137.46305
1599782400000.0,2020-09-11 00:00:00,XRP/USD,0.243025,0.24435,0.2371,0.242675,552527.7951993407,134084.6827
1599696000000.0,2020-09-10 00:00:00,XRP/USD,0.23895,0.24875,0.238875,0.243025,1268151.298734698,308192.469375
1599609600000.0,2020-09-09 00:00:00,XRP/USD,0.23635,0.242675,0.23295,0.238975,1162184.541688461,277733.05085
1599523200000.0,2020-09-08 00:00:00,XRP/USD,0.2419,0.24345,0.231225,0.23635,785742.0116352866,185710.12445
1599436800000.0,2020-09-07 00:00:00,XRP/USD,0.239625,0.24295,0.22955,0.2419,1017977.686233981,246248.8023
1599350400000.0,2020-09-06 00:00:00,XRP/USD,0.236725,0.243175,0.229575,0.2397,719431.7729453483,172447.795975
1599264000000.0,2020-09-05 00:00:00,XRP/USD,0.2543,0.259375,0.231025,0.236725,911282.4876966946,215723.3469
1599177600000.0,2020-09-04 00:00:00,XRP/USD,0.24445,0.2658,0.239975,0.2543,2178492.3473259923,553990.603925
1599091200000.0,2020-09-03 00:00:00,XRP/USD,0.27595,0.276325,0.23,0.24445,4418893.861934956,1080198.60455
1599004800000.0,2020-09-02 00:00:00,XRP/USD,0.295425,0.30415,0.263,0.275975,2485288.1836217046,685877.406475
1598918400000.0,2020-09-01 00:00:00,XRP/USD,0.281025,0.2991,0.275675,0.295425,2538321.9720741306,749883.7686
1598832000000.0,2020-08-31 00:00:00,XRP/USD,0.28305,0.284725,0.278,0.281025,1357264.106663108,381425.145575
1598745600000.0,2020-08-30 00:00:00,XRP/USD,0.273925,0.283975,0.273875,0.28305,971541.3301536831,274994.7735
1598659200000.0,2020-08-29 00:00:00,XRP/USD,0.27165,0.276875,0.268925,0.27395,467848.56643548084,128167.114775
1598572800000.0,2020-08-28 00:00:00,XRP/USD,0.264575,0.273075,0.260025,0.27165,661314.5416896743,179646.09525
1598486400000.0,2020-08-27 00:00:00,XRP/USD,0.276225,0.278275,0.255,0.264425,1363696.2318237685,360595.3761
1598400000000.0,2020-08-26 00:00:00,XRP/USD,0.27665,0.280625,0.27415,0.276225,684662.5517241379,189120.91335
1598313600000.0,2020-08-25 00:00:00,XRP/USD,0.2886,0.289725,0.270275,0.27665,1179428.9497560093,326289.01895
1598227200000.0,2020-08-24 00:00:00,XRP/USD,0.285025,0.291825,0.28245,0.288625,615696.5373754872,177705.4131
1598140800000.0,2020-08-23 00:00:00,XRP/USD,0.28645,0.288375,0.277575,0.285025,358121.93807560747,102073.7054
1598054400000.0,2020-08-22 00:00:00,XRP/USD,0.279025,0.286925,0.273425,0.28645,991153.9938034563,283916.061525
1597968000000.0,2020-08-21 00:00:00,XRP/USD,0.2923,0.295675,0.277825,0.279025,2270839.0499059223,633620.8659
1597881600000.0,2020-08-20 00:00:00,XRP/USD,0.2896,0.295025,0.2845,0.2923,1301547.817653096,380442.4271
1597795200000.0,2020-08-19 00:00:00,XRP/USD,0.30275,0.306175,0.277925,0.2896,1818109.1758459944,526524.417325
1597708800000.0,2020-08-18 00:00:00,XRP/USD,0.3158,0.321875,0.296475,0.30275,2031568.685136251,615057.419425
1597622400000.0,2020-08-17 00:00:00,XRP/USD,0.304775,0.327025,0.297475,0.3158,2803102.469363521,885219.759825
1597536000000.0,2020-08-16 00:00:00,XRP/USD,0.299325,0.30505,0.292275,0.304775,1160253.5622180298,353616.279425
1597449600000.0,2020-08-15 00:00:00,XRP/USD,0.300325,0.30565,0.293325,0.29935,1280948.8717220644,383452.04475
1597363200000.0,2020-08-14 00:00:00,XRP/USD,0.2948,0.307775,0.288525,0.300325,2809629.3161574956,843801.924375
1597276800000.0,2020-08-13 00:00:00,XRP/USD,0.282275,0.29595,0.2726,0.294725,1989469.0028840443,586346.251875
1597190400000.0,2020-08-12 00:00:00,XRP/USD,0.282925,0.28715,0.2721,0.282275,1414260.9261358604,399210.502925
1597104000000.0,2020-08-11 00:00:00,XRP/USD,0.294825,0.307275,0.2603,0.282925,2387956.5375983035,675612.6034
1597017600000.0,2020-08-10 00:00:00,XRP/USD,0.28825,0.300725,0.285,0.294825,1331559.390994658,392576.99745
1596931200000.0,2020-08-09 00:00:00,XRP/USD,0.295275,0.2979,0.282525,0.28825,984679.9276669556,283833.98915
1596844800000.0,2020-08-08 00:00:00,XRP/USD,0.294375,0.298875,0.2902,0.295225,904293.2956219832,266969.9882
1596758400000.0,2020-08-07 00:00:00,XRP/USD,0.3036,0.3106,0.28,0.294375,1010325.9238216561,297414.693825
1596672000000.0,2020-08-06 00:00:00,XRP/USD,0.3027,0.31165,0.2895,0.3036,585122.9483695653,177643.327125
1596585600000.0,2020-08-05 00:00:00,XRP/USD,0.3012,0.3083,0.2912,0.3027,760198.0659068384,230111.95455
1596499200000.0,2020-08-04 00:00:00,XRP/USD,0.3105,0.319475,0.272975,0.3012,781393.1005976095,235355.6019
1596412800000.0,2020-08-03 00:00:00,XRP/USD,0.2874,0.3201,0.2843,0.3105,1935009.687278583,600820.5079
1596326400000.0,2020-08-02 00:00:00,XRP/USD,0.2914,0.3258,0.2658,0.2874,2199445.672842728,632120.686375
1596240000000.0,2020-08-01 00:00:00,XRP/USD,0.2597,0.2979,0.256075,0.2914,2009976.8615305424,585707.25745
1596153600000.0,2020-07-31 00:00:00,XRP/USD,0.244425,0.260475,0.242025,0.2597,2559950.783018868,664819.21835
1596067200000.0,2020-07-30 00:00:00,XRP/USD,0.24345,0.24985,0.2351,0.244425,699869.4224199652,171065.583575
1595980800000.0,2020-07-29 00:00:00,XRP/USD,0.2308,0.2503,0.22,0.243425,714899.0323508267,174024.29695
1595894400000.0,2020-07-28 00:00:00,XRP/USD,0.224475,0.2353,0.2173,0.2308,1442003.5077989602,332814.4096
1595808000000.0,2020-07-27 00:00:00,XRP/USD,0.2154,0.22945,0.202725,0.224475,874894.310836396,196391.900425
1595721600000.0,2020-07-26 00:00:00,XRP/USD,0.214825,0.225175,0.213075,0.2154,286300.7996750232,61669.19225
1595635200000.0,2020-07-25 00:00:00,XRP/USD,0.204225,0.2176,0.2038,0.214825,356096.58000698243,76498.4478
1595548800000.0,2020-07-24 00:00:00,XRP/USD,0.208375,0.208525,0.202025,0.204225,214824.9937568858,43872.63435
1595462400000.0,2020-07-23 00:00:00,XRP/USD,0.203775,0.2104,0.1994,0.208375,339538.9094181163,70751.42025
1595376000000.0,2020-07-22 00:00:00,XRP/USD,0.1996,0.204625,0.196125,0.203775,154470.37602748128,31477.200875
1595289600000.0,2020-07-21 00:00:00,XRP/USD,0.194575,0.200875,0.193975,0.1996,342221.99912324647,68307.511025
1595203200000.0,2020-07-20 00:00:00,XRP/USD,0.1995,0.20005,0.192275,0.1945,145527.39267352186,28305.077875
1595116800000.0,2020-07-19 00:00:00,XRP/USD,0.1969875,0.200075,0.196025,0.1995,40635.15012531328,8106.71245
